GeneID	GeneName	GeneDescription
AGAP013182	Obp69	General odorant-binding protein 69 [Source:UniProtKB/Swiss-Prot;Acc:F5HK49]
AGAP013183		
AGAP013184	CLIPB36	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP013185		
AGAP013186		
AGAP013188	APN4	aminopeptidase 4 [Source:VB Community Annotation]
AGAP013189		
AGAP013190		
AGAP013192		venom allergen [Source:VB Community Annotation]
AGAP013194		
AGAP013195	Osi12	protein osiris 12 [Source:VB Community Annotation]
AGAP013196		
AGAP013197		
AGAP013199		vacuolar ATP synthase subunit d 1 [Source:VB Community Annotation]
AGAP013200		
AGAP013201		
AGAP013202		
AGAP013203		
AGAP013204		
AGAP013205		
AGAP013209		
AGAP013210		Down syndrome cell adhesion molecule-like protein 1 [Source:VB Community Annotation]
AGAP013211		
AGAP013212		Import inner membrane translocase subunit Tim16 [Source:VB Community Annotation]
AGAP013213		
AGAP013214		
AGAP013215		
AGAP013216		
AGAP013218		sodium-independent sulfate anion transporter [Source:VB Community Annotation]
AGAP013219		elongation of very long chain fatty acids protein 7 [Source:VB Community Annotation]
AGAP013220		small VCP/p97-interacting protein [Source:VB Community Annotation]
AGAP013221		
AGAP013222		
AGAP013223		ribosomal RNA large subunit methyltransferase E [Source:VB Community Annotation]
AGAP013224	CYP4H26	cytochrome P450 [Source:VB Community Annotation]
AGAP013225		
AGAP013226		
AGAP013227		
AGAP013228		heat shock protein 67B2 [Source:VB Community Annotation]
AGAP013229		outer membrane lipoprotein BLC precursor [Source:VB Community Annotation]
AGAP013230		
AGAP013231		Nitrilase homolog 2 [Source:VB Community Annotation]
AGAP013233		E3 ubiquitin-protein ligase RFWD2 [Source:VB Community Annotation]
AGAP013234		
AGAP013235		
AGAP013236		
AGAP013237		
AGAP013238		LSM domain containing 1 [Source:VB Community Annotation]
AGAP013239		juvenile hormone-inducible protein [Source:VB Community Annotation]
AGAP013240		
AGAP013241	CYP4D16	cytochrome P450 [Source:VB Community Annotation]
AGAP013242	IR140.1	ionotropic receptor IR140.1 [Source:VB Community Annotation]
AGAP013243		juvenile hormone-inducible protein [Source:VB Community Annotation]
AGAP013244		adenosine deaminase, tRNA-specific 2, TAD2 homolog [Source:VB Community Annotation]
AGAP013245		
AGAP013246		
AGAP013247		
AGAP013248	CPR139	cuticular protein RR-2 family 139 [Source:VB Community Annotation]
AGAP013249		
AGAP013250		
AGAP013251		
AGAP013252		
AGAP013253		
AGAP013254		
AGAP013255	APN3	aminopeptidase N1 [Source:VB Community Annotation]
AGAP013256		
AGAP013257		
AGAP013258		
AGAP013259		RNA-binding protein MEX3 [Source:VB Community Annotation]
AGAP013260	Cht5-5	chitinase [Source:VB Community Annotation]
AGAP013261		
AGAP013262		
AGAP013263		
AGAP013264		
AGAP013265		
AGAP013266		eukaryotic translation initiation factor 2-alpha kinase 3 [Source:VB Community Annotation]
AGAP013267		
AGAP013268		cystinosin [Source:VB Community Annotation]
AGAP013269	TWDL10	cuticular protein TWDL family (TWDL10) [Source:VB Community Annotation]
AGAP013270		
AGAP013272		
AGAP013274		L-allo-threonine aldolase [Source:VB Community Annotation]
AGAP013275		
AGAP013277		geranylgeranyl transferase type-2 subunit beta [Source:VB Community Annotation]
AGAP013278		
AGAP013279		
AGAP013280		calcium and integrin-binding protein 2 [Source:VB Community Annotation]
AGAP013281		
AGAP013282	HPX10	heme peroxidase 10 [Source:VB Community Annotation]
AGAP013283		
AGAP013284		
AGAP013285	IR7u	ionotropic receptor IR7u [Source:VB Community Annotation]
AGAP013286		peptide-methionine (R)-S-oxide reductase [Source:VB Community Annotation]
AGAP013287		
AGAP013288		
AGAP013289		
AGAP013290	LRIM27	leucine-rich immune protein (Coil-less) [Source:VB Community Annotation]
AGAP013291		Trafficking protein particle complex 3 [Source:VB Community Annotation]
AGAP013292		
AGAP013293		
AGAP013294		ubiquitin-like 3 [Source:VB Community Annotation]
AGAP013295		
AGAP013296		Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 [Source:VB Community Annotation]
AGAP013297		
AGAP013298		
AGAP013299		
AGAP013300		
AGAP013301		
AGAP013302		
AGAP013303		
AGAP013304		
AGAP013305	CYP4H25	cytochrome P450 [Source:VB Community Annotation]
AGAP013306		
AGAP013307		
AGAP013308	TWDL7	cuticular protein TWDL family (TWDL7) [Source:VB Community Annotation]
AGAP013309		
AGAP013311		
AGAP013312		
AGAP013313		
AGAP013314		
AGAP013315		
AGAP013316		
AGAP013317		
AGAP013318		outer membrane lipoprotein Blc [Source:VB Community Annotation]
AGAP013319	TWDL6	cuticular protein TWDL family (TWDL6) [Source:VB Community Annotation]
AGAP013320		
AGAP013321		
AGAP013322		
AGAP013323		
AGAP013324		putative G-protein coupled receptor GPCR [Source:VB Community Annotation]
AGAP013327	HPX15	heme peroxidase 15 [Source:VB Community Annotation]
AGAP013328		
AGAP013329		
AGAP013330		
AGAP013331		
AGAP013332		
AGAP013333		Phosphate carrier, mitochondrial [Source:VB Community Annotation]
AGAP013334		
AGAP013335		
AGAP013336		
AGAP013338		
AGAP013339		
AGAP013340		
AGAP013341		
AGAP013342		
AGAP013343		
AGAP013344		
AGAP013345		
AGAP013346		
AGAP013347		
AGAP013348		
AGAP013349		
AGAP013350		alpha-tocopherol transfer protein-like [Source:VB Community Annotation]
AGAP013351		
AGAP013352		
AGAP013353		
AGAP013354		
AGAP013355		
AGAP013356		otopetrin [Source:VB Community Annotation]
AGAP013357		E3 ubiquitin-protein ligase Arkadia [Source:VB Community Annotation]
AGAP013358		
AGAP013359		
AGAP013360		
AGAP013361		
AGAP013362		
AGAP013363	IR7i	ionotropic receptor IR7i [Source:VB Community Annotation]
AGAP013364		
AGAP013365		
AGAP013366		
AGAP013367	CPR155	cuticular protein RR-2 family 155 [Source:VB Community Annotation]
AGAP013368		lysosomal acid lipase [Source:VB Community Annotation]
AGAP013369		
AGAP013371		
AGAP013372		
AGAP013373		
AGAP013374		
AGAP013375		
AGAP013376	mRpL41	39S ribosomal protein L41, mitochondrial [Source:VB Community Annotation]
AGAP013377		
AGAP013378		
AGAP013379		
AGAP013380		
AGAP013381		
AGAP013382		
AGAP013384		
AGAP013385		
AGAP013386		DNA polymerase zeta [Source:VB Community Annotation]
AGAP013387		
AGAP013388		Niemann-Pick Type C-2 [Source:VB Community Annotation]
AGAP013389		
AGAP013390		
AGAP013391		
AGAP013392		
AGAP013393	APN2	aminopeptidase N1 [Source:VB Community Annotation]
AGAP013394		
AGAP013395		
AGAP013396		
AGAP013397		
AGAP013398		DDRGK domain-containing protein 1 [Source:VB Community Annotation]
AGAP013399		
AGAP013400		
AGAP013401		
AGAP013402		carbonic anhydrase I [Source:VB Community Annotation]
AGAP013403		sodium-coupled monocarboxylate transporter 2 [Source:VB Community Annotation]
AGAP013404		
AGAP013405		
AGAP013406		
AGAP013408		
AGAP013409	IR7s	ionotropic receptor IR7s [Source:VB Community Annotation]
AGAP013410		
AGAP013412		DNA repair protein RAD51 [Source:VB Community Annotation]
AGAP013413		
AGAP013414		
AGAP013416	IR7w	ionotropic receptor IR7w [Source:VB Community Annotation]
AGAP013418		
AGAP013419		
AGAP013420		
AGAP013421	TWDL3	cuticular protein TWDL family (TWDL3) [Source:VB Community Annotation]
AGAP013422		
AGAP013423	SG9	salivary gland protein 9 [Source:VB Community Annotation]
AGAP013424		
AGAP013425	IR101	ionotropic receptor IR101 [Source:VB Community Annotation]
AGAP013426		
AGAP013427		
AGAP013428		
AGAP013429		sodium-coupled monocarboxylate transporter 1 [Source:VB Community Annotation]
AGAP013430		
AGAP013432		
AGAP013434		
AGAP013435		
AGAP013436	IR140.2	ionotropic receptor IR140.2 [Source:VB Community Annotation]
AGAP013437		
AGAP013438		
AGAP013439		serine/threonine-protein kinase SIK [Source:VB Community Annotation]
AGAP013440		SRA stem-loop-interacting RNA-binding protein, mitochondrial [Source:VB Community Annotation]
AGAP013441		
AGAP013443		Plasma glutamate carboxypeptidase [Source:VB Community Annotation]
AGAP013444		
AGAP013445		
AGAP013446		
AGAP013448		
AGAP013449		rhythmically expressed gene 2 protein [Source:VB Community Annotation]
AGAP013450		juvenile hormone-inducible protein [Source:VB Community Annotation]
AGAP013451		outer membrane lipoprotein Blc (Precursor) [Source:VB Community Annotation]
AGAP013452		
AGAP013453		
AGAP013454		
AGAP013455		
AGAP013456		
AGAP013457		CDC-like kinase 2 [Source:VB Community Annotation]
AGAP013458		
AGAP013459		
AGAP013460		
AGAP013461		
AGAP013462		
AGAP013463		
AGAP013464		
AGAP013465	CPLCP1	cuticular protein (putative) CPLCP1 [Source:VB Community Annotation]
AGAP013466		
AGAP013467		
AGAP013468		A disintegrin and metallopeptidase domain 9 (meltrin gamma) [Source:VB Community Annotation]
AGAP013469		
AGAP013470		
AGAP013471		
AGAP013472		
AGAP013474		
AGAP013475		Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [Source:VB Community Annotation]
AGAP013476		
AGAP013477		
AGAP013478		glyoxylate/hydroxypyruvate reductase [Source:VB Community Annotation]
AGAP013480		
AGAP013481		
AGAP013482		
AGAP013483		
AGAP013484		
AGAP013485		
AGAP013486		
AGAP013487		
AGAP013488		Trafficking protein particle complex 2-like [Source:VB Community Annotation]
AGAP013489		
AGAP013490	CYP4H24	cytochrome P450 [Source:VB Community Annotation]
AGAP013491		
AGAP013492		glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP013493		
AGAP013494		
AGAP013495		
AGAP013496	Cht5-3	chitinase [Source:VB Community Annotation]
AGAP013499	pink	Hermansky-Pudlak syndrome 5 protein (Protein pink) [Source:VB Community Annotation]
AGAP013500		
AGAP013501		
AGAP013502		
AGAP013503		
AGAP013505		
AGAP013506		
AGAP013507		
AGAP013508		
AGAP013509		carboxylesterase clade H, member 1 [Source:VB Community Annotation]
AGAP013510		
AGAP013511	CYP6AG2	cytochrome P450 [Source:VB Community Annotation]
AGAP013512	Or81	odorant receptor 81 [Source:VB Community Annotation]
AGAP013513		
AGAP013514		
AGAP013515		
AGAP013516		mitogen-activated protein kinase kinase kinase 7 [Source:VB Community Annotation]
AGAP013517		
AGAP013518		
AGAP013519		U6 snRNA-associated Sm-like protein LSm3 [Source:VB Community Annotation]
AGAP013520	IR7x	ionotropic receptor IR7x [Source:VB Community Annotation]
AGAP013523		
AGAP013524		
AGAP013525		
AGAP013527		
AGAP013528		
AGAP013529		
AGAP013530		
AGAP013531		
AGAP013532		
AGAP013533		
AGAP013534		
AGAP013535		
AGAP013536		
AGAP013537		
AGAP013538		
AGAP013539		
AGAP013540		
AGAP013541		
AGAP013542		
AGAP013543		
AGAP013544		L-gulonate 3-dehydrogenase [Source:VB Community Annotation]
AGAP013545		
AGAP013546		Vacuolar ATPase assembly integral membrane protein VMA21 homolog [Source:UniProtKB/TrEMBL;Acc:F5HM04]
AGAP013547		
AGAP028019	CYP4H18	cytochrome P450 [Source:VB Community Annotation]
AGAP000408		
AGAP000729		
AGAP000730		
AGAP001105		
AGAP001129		
AGAP001191		
AGAP001547		
AGAP001567		
AGAP001605		
AGAP001714		
AGAP001829		
AGAP001830		
AGAP001831		
AGAP001832		
AGAP001833		
AGAP001834		
AGAP001835		
AGAP001836		
AGAP001837		
AGAP001838		
AGAP001839		
AGAP001840		
AGAP001841		
AGAP001842		
AGAP001843		
AGAP001844		
AGAP001845		
AGAP001846		
AGAP001847		
AGAP001848		
AGAP001849		
AGAP001850		
AGAP001851		
AGAP001852		
AGAP001853		
AGAP001920		
AGAP001921		
AGAP001922		
AGAP001963		
AGAP002031		
AGAP002368		
AGAP002561		
AGAP002562		
AGAP002590		
AGAP002660		
AGAP002673		
AGAP002696		
AGAP002697		
AGAP002698		
AGAP002699		
AGAP002700		
AGAP002701		
AGAP002749		
AGAP002750		
AGAP002774		
AGAP003100		
AGAP003103		
AGAP003104		
AGAP003107		
AGAP003144		
AGAP003298		
AGAP003299		
AGAP003407		
AGAP003426		
AGAP003435		
AGAP003436		
AGAP003448		
AGAP003450		
AGAP003451		
AGAP003452		
AGAP003455		
AGAP003456		
AGAP003511		
AGAP003528		
AGAP003529		
AGAP003828		
AGAP003829		
AGAP003835		
AGAP003946		
AGAP003947		
AGAP003950		
AGAP003951		
AGAP003958		
AGAP003978		
AGAP003998		
AGAP004009		
AGAP004040		
AGAP004041		
AGAP004043		
AGAP004044		
AGAP004045		
AGAP004047		
AGAP004058		
AGAP004073		
AGAP004074		
AGAP004111		
AGAP004304		
AGAP004305		
AGAP004364		
AGAP004365		
AGAP004387		
AGAP004388		
AGAP004389		
AGAP004390		
AGAP004393		
AGAP004415		
AGAP004421		
AGAP004436		
AGAP004536		
AGAP004538		
AGAP004658		
AGAP004663		
AGAP004821		
AGAP004924		
AGAP004925		
AGAP004926		
AGAP004927		
AGAP005083		
AGAP005084		
AGAP005089		
AGAP005090		
AGAP005157		
AGAP005224		
AGAP005403		
AGAP005436		
AGAP005439		
AGAP005441		
AGAP005442		
AGAP005443		
AGAP005517		
AGAP005554		
AGAP005579		
AGAP005676		
AGAP005692		
AGAP005726		
AGAP005821		
AGAP005867		
AGAP005868		
AGAP005875		
AGAP005876		
AGAP005900		
AGAP006189		
AGAP006284		
AGAP006285		
AGAP006286		
AGAP006287		
AGAP006288		
AGAP006289		
AGAP006290		
AGAP006291		
AGAP006292		
AGAP006293		
AGAP006294		
AGAP006295		
AGAP006296		
AGAP006297		
AGAP006298		
AGAP006299		
AGAP006300		
AGAP006301		
AGAP006302		
AGAP006303		
AGAP006304		
AGAP006305		
AGAP006306		
AGAP006307		
AGAP006308		
AGAP006309		
AGAP006310		
AGAP006311		
AGAP006312		
AGAP006313		
AGAP006314		
AGAP006315		
AGAP006316		
AGAP006317		
AGAP006318		
AGAP006319		
AGAP006320		
AGAP006322		
AGAP006329		
AGAP006331		
AGAP006332		
AGAP006333		
AGAP006334		
AGAP006336		
AGAP006337		
AGAP006338		
AGAP006341		
AGAP006351		
AGAP006352		
AGAP006401		
AGAP006519		
AGAP006538		
AGAP006560		
AGAP006639		
AGAP006692		
AGAP006694		
AGAP006752		
AGAP006787		
AGAP006801		
AGAP006886		
AGAP006922		
AGAP007047		
AGAP007222		
AGAP007261		
AGAP007267		
AGAP007268		
AGAP007328		
AGAP007329		
AGAP007330		
AGAP007350		
AGAP007351		
AGAP007352		
AGAP007360		
AGAP007441		
AGAP007444		
AGAP007449		
AGAP007526		
AGAP007528		
AGAP007554		
AGAP007555		
AGAP007559		
AGAP007561		
AGAP007694		
AGAP007695		
AGAP008029		
AGAP008030		
AGAP008066		
AGAP008068		
AGAP008069		
AGAP008119		
AGAP008120		
AGAP008121		
AGAP008211		
AGAP008220		
AGAP008346		
AGAP008383		
AGAP008394		
AGAP008395		
AGAP008396		
AGAP008421		
AGAP008485		
AGAP008581		
AGAP008586		
AGAP008587		
AGAP008589		
AGAP008591		
AGAP008592		
AGAP008594		
AGAP008595		
AGAP008603		
AGAP008605		
AGAP008607		
AGAP008609		
AGAP008618		
AGAP008663		
AGAP008786		
AGAP008789		
AGAP008791		
AGAP008792		
AGAP008793		
AGAP009055		
AGAP009113		
AGAP009287		
AGAP009297		
AGAP009299		
AGAP009300		
AGAP009301		
AGAP009326		
AGAP009455		
AGAP009456		
AGAP009678		
AGAP009679		
AGAP009689		
AGAP009698		
AGAP010522		
AGAP010524		
AGAP010525		
AGAP010526		
AGAP010527		
AGAP010532		
AGAP010533		
AGAP010569		
AGAP010570		
AGAP010651		
AGAP010652		
AGAP010664		
AGAP010665		
AGAP010666		
AGAP010667		
AGAP010668		
AGAP010674		
AGAP010747		
AGAP010749		
AGAP010868		
AGAP010888		
AGAP010921		
AGAP010927		
AGAP010944		
AGAP010945		
AGAP010946		
AGAP010947		
AGAP010949		
AGAP010950		
AGAP010952		
AGAP010953		
AGAP011005		
AGAP011154		
AGAP011221		
AGAP011259		
AGAP011260		
AGAP011261		
AGAP011263		
AGAP011264		
AGAP011265		
AGAP011266		
AGAP011268		
AGAP011510		
AGAP011550		
AGAP011585		
AGAP011594		
AGAP011595		
AGAP011596		
AGAP011597		
AGAP011598		
AGAP011601		
AGAP011602		
AGAP011855		
AGAP011857		
AGAP011860		
AGAP011861		
AGAP011862		
AGAP011863		
AGAP011864		
AGAP011865		
AGAP011866		
AGAP011868		
AGAP011869		
AGAP011986		
AGAP011998		
AGAP012147		
AGAP012212		
AGAP012349		
AGAP012511		
AGAP012512		
AGAP012531		
AGAP012558		
AGAP012559		
AGAP012574		
AGAP012579		
AGAP012580		
AGAP012585		
AGAP012595		
AGAP012603		
AGAP012618		
AGAP012632		
AGAP012633		
AGAP012639		
AGAP012640		
AGAP012651		
AGAP012657		
AGAP012664		
AGAP012687		
AGAP012688		
AGAP012689		
AGAP012699		
AGAP012733		
AGAP012740		
AGAP012747		
AGAP012762		
AGAP012774		
AGAP012785		
AGAP012786		
AGAP012789		
AGAP012794		
AGAP012797		
AGAP012810		
AGAP012886		
AGAP012899		
AGAP012926		
AGAP012929		
AGAP013129		
AGAP013325		
AGAP013555		
AGAP013557		
AGAP013560		
AGAP013565		
AGAP013568		
AGAP013569		
AGAP013577		
AGAP013587		
AGAP013590		
AGAP013592		
AGAP013596		
AGAP013598		
AGAP013599		
AGAP013600		
AGAP013603		
AGAP013605		
AGAP013607		
AGAP013622		
AGAP013623		
AGAP013624		
AGAP013627		
AGAP013641		
AGAP013642		
AGAP013643		
AGAP013651		
AGAP013654		
AGAP013659		
AGAP013667		
AGAP013670		
AGAP013674		
AGAP013675		
AGAP013686		
AGAP013689		
AGAP013691		
AGAP013695		
AGAP013700		
AGAP013705		
AGAP013708		
AGAP013711		
AGAP013713		
AGAP013714		
AGAP013715		
AGAP013716		
AGAP013717		
AGAP013718		
AGAP013719		
AGAP013720		
AGAP013721		
AGAP013722		
AGAP013723		
AGAP013724		
AGAP013725		
AGAP013726		
AGAP013727		
AGAP013728		
AGAP013729		
AGAP013730		
AGAP013731		
AGAP013732		
AGAP013733		
AGAP013734		
AGAP013736		
AGAP013737		
AGAP013738		
AGAP013739		
AGAP013740		
AGAP013741		
AGAP013742		
AGAP013743		
AGAP013745		
AGAP013746		
AGAP013747		
AGAP013748		
AGAP013749		
AGAP013750		
AGAP013751		
AGAP013752		
AGAP013753		
AGAP013755		
AGAP013756		
AGAP013757		
AGAP013758		
AGAP013760		
AGAP013761		
AGAP013762		
AGAP013763		
AGAP013764		
AGAP013766		
AGAP013767		
AGAP013768		
AGAP013769		
AGAP013770		
AGAP013771		
AGAP013772		
AGAP013773		
AGAP013775		
AGAP013776		
AGAP027980		
AGAP027981		
AGAP027982		
AGAP027983		
AGAP027984		
AGAP027985		
AGAP027986		
AGAP027987		
AGAP027988		
AGAP027990		
AGAP027991		
AGAP027993		
AGAP027994		
AGAP027995		
AGAP027996		
AGAP027997		
AGAP027998		
AGAP027999		
AGAP028000		
AGAP028001		
AGAP028002		
AGAP028003		
AGAP028004		
AGAP028005		
AGAP028006		
AGAP028007		
AGAP028008		
AGAP028009		
AGAP028011		
AGAP028012		
AGAP028013		
AGAP028014		
AGAP028015		
AGAP028016		
AGAP028017		
AGAP028018		
AGAP028020		
AGAP028021		
AGAP028022		
AGAP028023		
AGAP028024		
AGAP028025		
AGAP028026		
AGAP028027		
AGAP028028		
AGAP028029		
AGAP028030		
AGAP028031		
AGAP028032		
AGAP028033		
AGAP028034		
AGAP028037		
AGAP028038		
AGAP028039		
AGAP028040		
AGAP028042		
AGAP028044		
AGAP028045		
AGAP028046		
AGAP028047		
AGAP028049		
AGAP028050		
AGAP028051		
AGAP028052		
AGAP028053		
AGAP028054		
AGAP028055		
AGAP028056		
AGAP028057		
AGAP028059		
AGAP028060		
AGAP028061		
AGAP028062		
AGAP028063		
AGAP028064		
AGAP028065		
AGAP028066		
AGAP028067		
AGAP028068		
AGAP028069		
AGAP028070		
AGAP028071		
AGAP028073		
AGAP028075		
