GeneID	Tiefora_v_Ngousso_log2FoldChange	Ban_v_BanS_log2FoldChange	BanRe_v_BanS_log2FoldChange	Bak_v_Kisumu_log2FoldChange	VK7_v_Kisumu_log2FoldChange	Cameroon_v_Ngousso_log2FoldChange	Chad_v_Ngousso_log2FoldChange	Niger_v_Ngousso_log2FoldChange	Nigeria_v_Ngousso_log2FoldChange	Agboville_v_Mali_log2FoldChange	Agboville_v_Ngousso_log2FoldChange	Dabou_v_Mali_log2FoldChange	Dabou_v_Ngousso_log2FoldChange	Tiassale_v_Mali_log2FoldChange	Tiassale_v_Ngousso_log2FoldChange	Bouake_gamb_unexp_v_Kisumu_log2FoldChange	Bouake_colu_unexp_v_Ngousso_log2FoldChange	BusiaSurvivors_v_Kisumu_log2FoldChange	Asendabo_v_Moz_log2FoldChange	Chewaka_v_Moz_log2FoldChange	Tolay_v_Moz_log2FoldChange	Ethiopia_v_Dongola_log2FoldChange	Gou_v_Moz_log2FoldChange	Cam_fun_v_Fang_log2FoldChange	Fumoz_v_Fang_log2FoldChange	Ghana_fun_v_Fang_log2FoldChange	Malawi_fun_v_Fang_log2FoldChange	Uganda_fun_v_Fang_log2FoldChange	GeneName	GeneDescription
AGAP007423	0.907	0.023	0.008	0.94	0.057	0.452	0.65	0.678	0.548	0.937	0.356	0.843	0.324	0.83	0.411	0.256	0.955	0	0	0.861	0.014	0.997	0.088	0.242	0.642	0.74	0.857	0.797	""	chromosome transmission fidelity protein 4 [Source:VB Community Annotation]
AGAP013413	0.907	0.824	0.826	0.575	0.526	0.924	0.988		0.943	0.013	0.371	0.01	0.335	0.075		0.287	0.989	0	0.895	0.461	0.842		0.692	0.002	0.51	0.312	0.018	0.505	""	""
AGAP013471	0.907	0.951	0.697	0.269	0.144				0.257					0.617		0.894	0.868	0.836				0.669	0.411	0.24	0.522	0.944		0.873	""	""
AGAP028546	0.907	0.708		0.485	0.834					0.962	0.947			0.856		0.555	0.414	0.021		0.85				0.732	0.636	0.129	0.19	0.268	""	""
AGAP004689	0.907	0.909	0.706	0	0	0.289	0.48	0.04	0.017	0.835	0	0.836	0.012	0.25	0.055	0.99	0.307	0	0.005	0.178	0.003	0.856	0.108	0.185	0.187	0.801	0.245	0.707	""	""
AGAP008955	0.907	0.957	0	0.004	0.082	0.016	0.546	0.042	0.005	0.054	0	0.224	0	0.512	0	0.85	0.003	0.019	0.325	0.25	0.174	0	0.004	0.482	0.471	0.066	0.183	0.12	""	ubiquinol-cytochrome c reductase iron-sulfur subunit [Source:VB Community Annotation]
AGAP004240	0.907	0.135	0.131	0.021	0.014	0.418	0.815	0.536	0.412	0.695	0.093	0.191	0.014	0.94	0.289	0.066	0.043	0	0.607	0.652	0.252	0.353	0.011	0.056	0.109	0.068	0.175	0.035	CycC	cyclin C [Source:VB Community Annotation]
AGAP008412	0.908	0.007	0.007	0.189	0.001	0.008	0.132	0	0	0.126	0.039	0.001	0.062	0	0.199	0.038	0.23	0.002	0	0.032	0	0.001	0	0	0.234	0	0	0.018	""	ubiquitin thioesterase CYLD [Source:VB Community Annotation]
AGAP008183	0.908	0.195	0.083	0.007	0.012	1	0.27	0.788	0.444	0.212	0.069	0.024	0.004	0.05	0.012	0.001	0.712	0.506	0	0.636	0.017	0.96	0.141	0.014	0.112	0.778	0.752	0.032	CLIPD2	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP002842	0.908	0.171	0.601	0.274	0.632	0.795	0.752	0.99	0.491	0.664	0.828	0.812	0.651	0.883	0.488	0.392	0.989	0.01	0.279	0.402	0.662	0.841	0.035	0.802	0.749	0.888	0.909	0.97	""	CLIPD1 protein [Source:VB Community Annotation]
AGAP000756	0.908	0.307	0.079	0.939	0.133	0.963	0.004	0.024	0.679	0.026	0.09	0	0.537	0.016	0.458	0.004	0.271	0.095	0.012	0.587	0.876	0.001	0.072	0.001	0.814	0.543	0.498	0.317	""	carboxypeptidase M [Source:VB Community Annotation]
AGAP002623	0.908	0.425	0.039	0.07	0	0.081	0.983	0.978	0.577	0.998	0.004	0.009	0	0.9	0.008	0.921	0.23	0	0	0.005	0	0.004	0	0.699	0.696	0.015	0.146	0.828	""	tubulin polyglutamylase TTLL6/13 [Source:VB Community Annotation]
AGAP007219	0.908	0.051	0.486	0.03	0.002	0.711	0.34	0.615	0.703	0.841	0	0.814	0	0.738	0	0.002	0.024	0	0.039	0.134	0.062	0.735	0.015	0	0.158	0	0.051	0.001	""	""
AGAP010711	0.909	0.814	0	0.114	0.144	0.007	0.659	0.076	0.022	0.065	0	0.047	0	0.151	0	0.026	0.001	0.381	0.155	0.462	0.705	0.047	0.755	0.265	0.176	0.663	0.743	0.116	""	exportin-2 [Source:VB Community Annotation]
AGAP001880	0.909	0.236	0.226	0.031	0.275	0.482	0.245	0.727	0.442	0.884	0.868	0.79	0.706	0.929		0.915	0.76	0.049	0.074	0.595	0.66		0.507	0.52		0.115	0.267	0.145	""	bZIP factor, other [Source:VB Community Annotation]
AGAP008275	0.909	0.272	0.794	0.418	0.149	0.034	0.031	0.428			0.161	0.062	0.945	0.635		0.02	0.75	0.676			0.01		0.825	0.184	0.573	0.858	0.647	0.659	""	Tektin-2 [Source:VB Community Annotation]
AGAP011547	0.909	0.158	0.037	0.299	0.015	0.06	0.337	0.005	0.004	0.755	0.717	0.998	0.2	0.716	0.173	0.03	0.018	0.952	0.221	0.573	0.028	0.069	0.301	0.126	0.313	0.808	0.091	0.526	""	""
AGAP012144	0.909	0.904	0.608	0.085	0	0.651	0.204	0.266	0.101	0.924	0	0.395	0	0.243	0	0.232	0	0	0.028	0.243	0.011	0.002	0.072	0	0.06	0.083	0	0	""	endoplasmic reticulum-Golgi intermediate compartment protein 3 [Source:VB Community Annotation]
AGAP002220	0.909	0.904	0.015	0.903	0.01	0.293	0.782	0.729	0.194	0.183	0	0.48	0	0.099	0.007	0.392	0.113	0.368	0.144	0.414	0.476	0.163	0.076	0.468	0.097	0.36	0.19	0.036	""	U6 snRNA phosphodiesterase [Source:UniProtKB/TrEMBL;Acc:Q7QK92]
AGAP008110	0.909	0.207	0.678	0.959	0.061	0.905	0.27	0.6	0.973	0.209	0.739	0.041	0.932	0.159	0.843	0.006	0.072	0.067	0.116	0.77	0.18	0.085	0.68	0.192	0.534	0.617	0.391	0.09	""	""
AGAP002021	0.909	0.165	0	0.032	0.066	0.073	0	0	0	0.134	0.209	0.727	0.946	0.448	0.469	0.341	0.931	0.618	0.274	0.044	0.441	0.976	0.303	0.956	0.565	0.648	0.586	0.717	""	lysophosphatidate acyltransferase [Source:VB Community Annotation]
AGAP002932	0.909	0.118	0.025	0.193	0.842	0.676	0.589	0.784	0.985	0.957	0.984	0.5	0.649	0.122	0.18	0.157	0.437	0.895	0.474	0.387	0.113	0.351	0.813	0.556	0.512	0.074	0.116	0.186	""	ceramide kinase [Source:VB Community Annotation]
AGAP003891	0.909	0.497	0.066	0.856	0.982	0.676	0.508	0.62	0.102	0.805	0	0.369	0	0.742	0	0.229	0.528	0.834	0.2	0.237	0.937	0.51	0.004	0.966	0.934	0.795	0.82	0.638	Thoc3	THO complex subunit 3 [Source:VB Community Annotation]
AGAP000013	0.909	0.794	0.588	0.015	0.008	0.161	0.078	0.959	0.874	0.069	0.136	0.126	0.216	0.422	0.564	0.94	0.71	0.772	0.002	0.111	0.044	0.451	0.416	0.483	0.486	0.982	0.844	0.745	""	""
AGAP001702	0.909	0.643	0.14	0	0.206	0.302	0.805	0.664	0.973	0.469	0	0.505	0	0.577	0	0	0.694	0	0.018	0.819	0.006	0.006	0.257	0.008	0.086	0.029	0.004	0.055	""	""
AGAP004194	0.909	0.521	0.255	0.799	0.331	0.93	0.375	0.987	0.798	0.23	0.334	0.913	0.015	0.926	0.044	0.742	0.143	0.009	0	0.549	0.007	0.688	0.011	0	0.215	0.032	0.114	0.58	""	dynactin 1 [Source:VB Community Annotation]
AGAP004275	0.909	0.436	0.219	0.231	0.001	0.477	0.266	0.068	0.142	0.987	0.833	0.298	0.119	0.087	0.03	0.771	0.878	0.154	0.346	0.477	0.244	0.466	0.033	0.002	0.112	0.012	0.053	0.057	""	DNA replication licensing factor MCM2 [Source:VB Community Annotation]
AGAP004910	0.909	0.311	0.013	0.236	0.535	0.887	0.982	0.883	0.844	0.384	0.306	0.038	0.024	0.013	0.007	0.951	0.07	0.795	0.018	0.237	0.104	0.002	0.655	0.037	0.119	0.001	0.008	0.01	""	arfaptin-2 [Source:VB Community Annotation]
AGAP008511	0.909	0.153	0.238	0.08	0.144	0.716	0.78	0.742	0.471	0.901	0.498	0.52	0.194	0.959	0.524	0.785	0.886	0.002	0.972	0.968	0.729		0.107	0.883	0.858	0.478	0.393	0.531	IR21a	ionotropic receptor IR21a [Source:VB Community Annotation]
AGAP008762	0.909	0	0.046	0.004	0.374	0.04	0.241	0.006	0.061	0.419	0.083	0.979	0.48	0.387	0.15	0.185	0.857	0	0	0.04	0	0.001	0.001	0.333	0.947	0.078	0.444	0.958	""	""
AGAP009860	0.909	0.116	0	0.002	0.537	0.149	0.178	0.639	0.673	0.007	0.268	0.024	0.333	0.024	0.453	0.505	0.634	0.415	0.033	0.971	0.197	0.088	0.431	0.096	0.154	0.226	0.098	0.763	""	""
AGAP009998	0.909	0	0	0.159	0.7	0.086	0.746	0.06	0.004	0.575	0.764	0.524	0.679	0.567	0.717	0.3	0.001	0	0.015	0.033	0.148	0.218	0.023	0.019	0.075	0.001	0.384	0.101	RpS11	40S ribosomal protein S11 [Source:UniProtKB/Swiss-Prot;Acc:P52812]
AGAP012493	0.909	0	0	0	0	0.6	0.356	0.278	0.02	0.002	0.012	0.609	0.584	0.879	0.932	0.021	0.001	0.003	0.061	0.245	0.031	0.009	0.045	0	0.065	0	0	0	""	""
AGAP028410	0.909	0.261	0.841	0.151	0.232	0.935	0.102	0.845	0.776	0.002	0.078	0.353	0	0.175	0.02	0.164	0.062	0	0.019	0.655	0.003	0.003	0.001	0.093	0.314	0.823	0.124	0.317	""	""
AGAP011666	0.91	0.853	0	0.003	0.589	0.227	0.005	0	0	0.065	0.69	0.115	0.68	0.001	0.138	0.138	0	0.009	0	0	0.005	0	0	0.075	0.556	0.737	0.44	0.9	""	""
AGAP003064	0.91	0	0	0	0.139	0.043	0.052	0.896	0.903	0.231	0	0.969	0	0.32	0	0.001	0.003	0.982	0.402	0.351	0.981	0.004	0.33	0	0.236	0.403	0.479	0.065	""	cysteine and histidine-rich domain-containing protein [Source:VB Community Annotation]
AGAP005349	0.91	0.376	0.428	0.488	0.948	0.714	0.294	0.488	0.148	0.909	0.75		0.875	0.723		0.63	0.843	0.982	0.192	0.095	0.392	0.732	0.428	0.696	0.363	0.676	0.68	0.867	""	""
AGAP028014	0.91			0.026	0.034		0.931			0.957	0.926	0.5	0.408	0.802		0.955	0.051	0.552	0.265	0.022	0.118	0.46	0.051	0.928	0.937	0.78	0.261	0.727	""	""
AGAP006874	0.913	0.444	0.9	0.409	0	0.058	0.844	0.271		0.955		0.584	0.471			0.902	0.673	0.052				0.196	0.894	0.863	0.989	0.244	0.174	0.171	Gr29	gustatory receptor 29 [Source:VB Community Annotation]
AGAP003578	0.913	0	0.754	0	0.001	0.208	0.418	0.136	0.363	0.026	0.831	0.177	0.192	0.096	0.733	0.38	0.854	0.367	0.511	0.759	0.059	0.337	0.002	0.152	0.569	0.704	0.338	0.884	""	aldehyde dehydrogenase (NAD+) [Source:VB Community Annotation]
AGAP005981	0.913	0.007	0.075	0	0	0.174	0.835	0	0.014	0.297	0.045	0.761	0.602	0.976	0.52	0.003	0.089	0	0.004	0.292	0.943	0	0.176	0	0.964	0.758	0.604	0.995	""	DnaJ homolog subfamily A member 1 [Source:VB Community Annotation]
AGAP003338	0.914	0.534	0.602	0.248	0.112	0.915	0.85	0.906	0.828	0.201	0.009	0.621	0.08	0.154	0.003	0.95	0.559	0.332	0.53	0.222	0.499	0	0	0	0.091	0	0.003	0.05	TRX3	thioredoxin [Source:VB Community Annotation]
AGAP001961	0.915	0.366	0.867	0	0.053	0.915	0.629	0.686	0.154	0.152	0.014	0	0	0.046	0.003	0.001	0	0.098	0.509	0.927	0.439	0.141	0.767	0.002	0.003	0.001	0.006	0.031	GPRVPR2	GPCR vasopressin family receptor 2 [Source:VB Community Annotation]
AGAP007652	0.915	0.494	0.205	0.48	0.469	0.641	0.6	0.662	0.684	0.976	0.367	0.809	0.131	0.695	0.511	0.794	0.048	0.035	0.218	0.842	0.924	0.911	0.339	0.077	0.901	0.776	0.988	0.394	""	methyltransferase-like protein 20 [Source:VB Community Annotation]
AGAP007905	0.915	0.975	0.652	0	0.582	0.631	0.023	0	0.02	0.053	0.686	0.055	0.495	0.003	0.72	0.088	0.583	0.251	0.914	0.241	0.143	0.959	0.303	0.505	0.886	0.315	0.965	0.852	""	protocadherin-16/23 [Source:VB Community Annotation]
AGAP012829	0.915	0.665	0.385	0.849	0.122	0.99	0.75	0.571	0.824	0.066	0	0.391	0	0.149	0	0.998	0.072	0.086	0.008	0.201	0.426	0	0.519	0.002	0.439	0.006	0.077	0.043	""	""
AGAP005496	0.915	0	0.01	0.702	0	0	0.005	0	0	0.027	0.903	0	0.003	0	0.501	0.637	0.967	0	0	0.534	0.32	0.685	0	0.919	0.581	0.701	0.586	0.847	LRIM12	leucine-rich immune protein (Short) [Source:VB Community Annotation]
AGAP013089	0.915	0.125	0.36	0	0	0.674	0.464	0.682	0.284	0.436	0.208	0.082	0.026	0.024	0.007	0	0.534	0	0.51	0.934	0.538	0.336	0.435	0.75	0.981	0.559	0.372	0.878	""	""
AGAP029060	0.915	0.825	0.734	0.837	0.672					0.866	0.839	0.528	0.489	0.787		0.677	0.8	0.938					0.945	0.038	0.12	0.57	0.693	0.075	""	""
AGAP005882	0.916	0.404	0.088	0.66	0.973	0.799	0.033	0.768	0.511	0.688	0.212	0.639	0.15	0.117	0.008	0.017	0.014	0.742	0	0.016	0	0.02	0.194	0	0.634	0	0.009	0	""	""
AGAP009167	0.916	0.039	0.072	0.754	0.181	0.654	0.013	0.244	0.104	0	0.001	0.011	0.037	0	0.001	0.365	0.876	0.002	0	0.555	0.024	0.581	0.025	0.65	0.966	0.582	0.955	0.383	""	""
AGAP012440	0.916	0.766	0.01	0.878	0.747	0.346	0.138	0.579	0.91	0.003	0.764	0.065	0.466	0.002	0.805	0.414	0.433	0.126	0.631	0.694	0.952	0.944	0.036	0.186	0.971	0.363	0.944	0.212	""	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:VB Community Annotation]
AGAP002046	0.916	0.745	0.364	0.798	0.811	0.966	0.859	0.821	0.55	0.907	0.801	0.542	0.913	0.619		0.362	0.038	0.403	0	0	0			0.881	0.379	0.22	0.173	0.281	Or76	odorant receptor 76 [Source:VB Community Annotation]
AGAP005004	0.916	0.261	0.949	0.053	0.143	0.252	0.012	0.145	0.36	0.844	0.75	0.477	0.927	0.648	0.239	0.843	0.767	0	0.564	0.688	0.71	0.528	0.661	0.271	0.855	0.207	0.905	0.415	""	kelch domain-containing protein 10 [Source:VB Community Annotation]
AGAP006060	0.916	0.232	0.926	0.812	0.976	0.981	0.761	0.918	0.9	0.976	0.636	0.565	0.229	0.758	0.338	0.801	0.001	0		0.997		0.759	0.945	0.035	0.351	0.79	0.914	0.144	""	""
AGAP008723	0.917	0.124	0.477	0	0.045	0.314	0.141	0.01	0.007	0.851	0.907	0.653	0.484	0.337	0.204	0.602	0.407	0.042	0.628	0.992	0.787	0.512	0.75	0.43	0.162	0.037	0.049	0.174	""	minichromosome maintenance protein 10 [Source:VB Community Annotation]
AGAP013054	0.917	0.776	0.612	0.883	0.778	0.075	0.061	0.713	0.212	0.63	0.926	0.301	0.878	0.127	0.45	0.616	0.904	0.931	0.001	0.003	0.007	0.82	0.552	0.073	0.077	0.876	0.679	0.852	""	""
AGAP003816	0.917	0.809	0.212	0.001	0.021	0.974	0.054	0.46	0.312	0.249	0.64	0.116	0.845	0.173	0.694	0.779	0.664	0.491	0	0.003	0	0.379	0	0	0	0	0.001	0.004	RpL30	60S ribosomal protein L30 [Source:VB Community Annotation]
AGAP009110	0.917	0	0.947	0	0.048	0.014	0.617	0.052	0.231	0.004	0.451	0.041	0.695	0.492	0.534	0	0.054	0.233	0	0.988	0.025	0.081	0.117	0.069	0.356	0.003	0.004	0.033	""	""
AGAP003627	0.917	0	0.143	0.135	0	0.578	0.008	0	0	0.002	0.098	0.021	0.578	0.05	0.762	0	0.001	0	0.002	0.356	0.06	0.699	0.399	0.804	0.946	0.489	0.757	0.992	""	""
AGAP009333	0.918	0	0	0.076	0.894	0.062	0.003	0.003	0.002	0	0.193	0.083	0.782	0.004	0.291	0.714	0.091	0	0.336	0	0.108	0.007	0.302	0.381	0.789	0.378	0.748	0.335	""	mitochondrial carrier protein (Rim2) [Source:VB Community Annotation]
AGAP009179	0.918	0.803	0.001	0.85	0.912	0.383	0.415	0.092	0.653	0.027	0.422	0.175	0.02	0.177	0.196	0.048	0.149	0.456	0.04	0.474	0.029	0.07	0	0	0.234	0.002	0.032	0.03	""	nucleolar protein 6 [Source:VB Community Annotation]
AGAP005994	0.918	0.764	0.666	0.417	0.72	0.473	0.598	0.75	0.827	0.955	0.48		0.503			0.001	0	0.002	0.18	0.324	0.006	0.569	0.925	0.737	0.989	0.853	0.693	0.995	""	""
AGAP028134	0.918	0.947	0.678	0.828	0.473	0.401	0.218	0.483	0.765	0.996	0.698	0.145	0.037	0.485	0.21	0.545	0.77	0	0.367	0.597	0.525	0.711	0.925	0.627		0.244	0.492	0.218	""	""
AGAP012000	0.918	0.467	0.329	0	0	0.612	0.139	0.007	0	0.201	0.015	0.286	0.017	0.184	0.01	0	0.263	0.036	0.167	0.215	0.021	0.804	0.993	0.114	0.565	0.47	0.693	0.449	""	fibrinogen and fibronectin [Source:VB Community Annotation]
AGAP000448	0.919	0.976	0.19	0.93	0	0.415	0.001	0	0	0.01	0.008	0.283	0.334	0.946	0.765	0.288	0	0	0.001	0.341	0.234	0.276	0	0.143	0.769	0.178	0.282	0.848	""	solute carrier family 25 (mitochondrial ornithine transporter) member 2/15 [Source:VB Community Annotation]
AGAP002391	0.919	0.416	0.239	0.002	0.06	0.964	0.428	0	0	0.482	0.102	0.73	0.835	0.259	0.498	0.359	0.252	0	0.077	0.245	0.027	0.933	0.859	0	0.026	0.033	0.24	0.004	COEAE5O	carboxylesterase [Source:VB Community Annotation]
AGAP005294	0.919	0.053	0.78	0.403	0.547	0.003	0.653	0.494	0.003	0.919	0.002	0.69	0	0.253	0	0.234	0.105	0.006	0.675	0.448	0	0.068	0.001	0	0.179	0.286	0.031	0.279	""	""
AGAP005437	0.919	0.643	0.974	0.083	0.894	0.285	0.071	0.001	0.005	0.155	0.005	0.004	0.038	0.023	0.001	0.797	0.979	0.076	0.551	0.618	0.224	0.093	0.604	0.025	0.97	0.963	0.52	0.459	""	""
AGAP007506	0.919	0.204	0.41	0.34	0.515	0.396	0.315	0.496	0.464	0.312	0.836	0.069	0.356	0.023	0.178	0.963	0.939	0.003	0.24	0.174	0.228	0.685	0	0.933	0.929	0.452	0.524	0.257	""	Williams-Beuren syndrome chromosome region 16 homolog (human) [Source:VB Community Annotation]
AGAP009080	0.919	0.813	0.397	0.892	0.001	0.21	0.103	0.07	0.312	0.802	0.005	0.553	0.1	0.122	0.591	0.223	0.001	0.033	0.025	0.285	0.003	0.392	0	0.416	0.428	0.531	0.275	0.615	""	FAD-dependent oxidoreductase domain-containing protein 1 [Source:VB Community Annotation]
AGAP009644	0.919	0.81	0.017	0.173	0.169	0.754	0.513	0.901	0.74	0.18	0.021	0.526	0	0.256	0	0.402	0.233	0.012	0	0.061	0.049	0.029	0	0.001	0.003	0.133	0	0.027	""	DNA-directed RNA polymerases I and III subunit RPAC2 [Source:VB Community Annotation]
AGAP009805	0.919	0.147	0.507	0.071	0.026											0.747	0.097	0.303				0.471	0.985	0.726	0.695	0.183	0.337	0.431	Gr9	gustatory receptor 9 [Source:VB Community Annotation]
AGAP010354	0.919			0.9	0.867					0.834	0.798					0.476	0.982							0.409	0.128	0.665	0.626	0.966	""	osiris 21 [Source:VB Community Annotation]
AGAP028737	0.919			0.931	0.56											0.011	0.59	0.432						0.621	0.655	0.109		0.109	""	""
AGAP002454	0.919	0.973	0.003	0.078	0.635	0.173	0.321	0.03	0.014	0.002	0.362	0.02	0.252	0	0.503	0.894	0.153	0.329	0.001	0.16	0.005	0.329	0	0	0.017	0.011	0.006	0.001	""	Golgi SNAP receptor complex member 1 [Source:UniProtKB/TrEMBL;Acc:Q7QC51]
AGAP028614	0.919	0.08	0.997	0.053	0.01	0.974	0.428	0.542	0	0.067	0.975	0.031	0.362	0.011	0.176	0.001	0	0.012	0.752	0.885	0.387	0	0.005	0	0.003	0	0.001	0	""	""
AGAP010856	0.919	0.804	0.435	0.319	0.355	0.887	0.124	0.126	0.374	0.769	0.243	0.494	0.554	0.671	0.359	0.157	0.722	0.532	0.097	0.036	0.036	0.469	0.706	0.013	0.601	0.397	0.926	0.432	""	""
AGAP003002	0.919	0.295	0.056	0.107	0.922	0.904	0.513	0.521	0.864	0.954	0.042	0.214	0.633	0.229	0.936	0.001	0.047	0.01	0.355	0.02	0.943	0.242	0.115	0.591	0.33	0.77	0.885	0.837	""	AdoMet-dependent rRNA methyltransferase [Source:VB Community Annotation]
AGAP004278	0.919	0.392	0.352	0.928	0.931	0.58	0.711				0.901	0.629	0.548	0.778		0.884	0.626	0.618	0.294	0.371	0.421	0.434	0.934	0.056	0.673	0.571	0.92	0.486	Or42	odorant receptor 42 [Source:VB Community Annotation]
AGAP005039	0.919	0.342	0.609	0.559	0	0.045	0.013	0.001	0	0.005	0.001	0.031	0.004	0.056	0.009	0.543	0.106	0	0.847	0.448	0.91	0.57	0.092	0.07	0.371	0.056	0.228	0.072	""	""
AGAP006244	0.919	0.523	0.015	0.581	0.778	0.688	0.832	0.446	0.589	0.227	0.479	0.737	0	0.822	0.006	0.143	0.005	0.671	0.003	0.026	0	0.93	0.52	0.557	0.638	0.954	0.659	0.83	""	CTL-like protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q7Q5R7]
AGAP008051	0.919	0.811	0.105	0	0.33	0.484	0	0	0	0.743	0.02	0.028	0	0.344	0.038	0.004	0.939	0.001	0.108	0.122	0.681	0.016	0.212	0.402	0.618	0.022	0.488	0.027	SAP1	sensory appendage protein 1 [Source:VB Community Annotation]
AGAP002903	0.92	0.071	0.113	0.219	0.458	0.546	0.305	0.75	0.699	0.816	0.906	0.097	0.102	0.308	0.343	0.845	0.911	0	0.555	0.634	0.472	0.4	0.692	0.01	0.342	0.469	0.977	0.136	""	""
AGAP012319	0.92	0.976	0.875	0.753	0.955	0.854	0.707	0.389	0.447	0.535	0.646	0.08	0.112	0.464		0.086	0.548	0.003	0.774	0.376	0.452		0.308	0.449	0.968	0.209	0.123	0.149	OBP24	odorant-binding protein 18 [Source:VB Community Annotation]
AGAP008223	0.92	0.306	0.016	0.083	0.748	0.202	0.002	0.522	0.507	0.735	0.823	0.708	0.267	0.89	0.569	0.094	0.175	0.83	0.183	0.424	0.581	0.248	0.77	0.033	0.261	0.95	0.918	0.212	""	Armadillo repeat-containing protein 4 [Source:VB Community Annotation]
AGAP002133	0.92	0.004	0.548	0	0	0.864	0.92	0.901	0.371	0.006	0.038	0.021	0.11	0.002	0.016	0	0.616	0	0.65	0.973	0.859	0.002	0.849	0.217	0.588	0	0.852	0.001	""	tRNA modification GTPase [Source:VB Community Annotation]
AGAP006612	0.92	0.007	0.005	0.01	0.058	0.904	0.288	0.411	0.326	0.201	0.963	0.153	0.852	0.058	0.595	0.88	0.329	0.079	0.462	0.491	0.953	0.111	0.06	0.458	0.184	0.295	0.485	0.898	RpL29	60S ribosomal protein L29 [Source:VB Community Annotation]
AGAP013430	0.921	0.046	0.726	0.012	0.366	0.297	0.237	0.802	0.891				0.823	0.918		0.373	0.772	0.005	0.337	0.441	0.011	0.266	0.873	0.532	0.448	0.966	0.57	0.632	""	""
AGAP003329	0.922	0.729	0.491	0.731	0.393	0.859	0.391	0.509	0.996	0.006	0.341	0.066	0.105	0.032	0.039	0.888	0.721	0	0.936	0.005	0.992	0.058	0.921	0.01	0.292	0.002	0.047	0.12	""	""
AGAP006876	0.922	0.118	0.168	0.107	0	0.367	0.61	0.463	0.672			0.414	0.361	0.821		0.204	0.199	0.566	0.886		0.763	0.005	0.425	0.373	0.609	0.101	0.092	0.048	Gr31	gustatory receptor 31 [Source:VB Community Annotation]
AGAP009321	0.922	0.488	0.49	0	0.108	0.981	0.783	0.894	0.99	0.025	0.628	0.013	0.554	0.14	0.874	0.704	0.703	0.314	0.588	0.288	0.129	0.255	0.345	0.981	0.714	0.88	0.966	0.915	""	general transcription factor 3C polypeptide 5 (transcription factor C subunit [Source:VB Community Annotation]
AGAP009574	0.922	0.649	0.126	0.519	0.373	0.603	0.42	0.946	0.433	0.903	0.256	0.592	0.081	0.574	0.091	0.214	0.972	0.203	0.57	0.924	0.471	0.306	0.305	0.236	0.501	0.893	0.487	0.875	""	WD repeat-containing protein 69 [Source:VB Community Annotation]
AGAP010751	0.922	0.447	0.717	0.967	0.544	0.918	0.301	0.267	0.843	0.485	0.628	0.414	0.539	0.695	0.338	0.534	0.832	0.044	0.557	0.634	0.236	0.876	0.597	0.026	0.284	0.049	0.009	0.072	""	""
AGAP004632	0.922	0.712	0.361	0.042	0.002	0.993	0.81	0.4	0.499	0.46	0.008	0.781	0.03	0.988	0.071	0.43	0.004	0.108	0.353	0.503	0.046	0.9	0.206	0.658		0.568	0.475	0.641	DEF2	defensin anti-microbial peptide [Source:VB Community Annotation]
AGAP009019	0.922	0.4	0.17	0.177	0.471	0.197	0.006	0.126	0	0.696	0.382	0.783	0.222	0.18	0.873	0.888	0.722	0.821	0.604	0.018	0.634	0.902	0.692	0	0.39	0.489	0.991	0.942	""	ATP-dependent Clp protease, protease subunit [Source:VB Community Annotation]
AGAP002405	0.922	0.691	0.348	0.036	0.043	0.795	0.08	0.001	0	0.855	0.908	0.352	0.419	0.285	0.265	0.15	0.629	0.003	0.493	0.849	0.966	0.653	0.548	0.021	0.053	0.009	0.012	0.003	""	""
AGAP007357	0.922	0.882	0.011	0.245	0.008	0.303	0.413	0.792	0.941	0.746	0.012	0.698	0.018	0.875	0.141	0.104	0.891	0.862	0.016	0.597	0.916	0	0.275	0.259	0.586	0.892	0.862	0.775	""	retinaldehyde-binding protein 1-like protein 1 [Source:VB Community Annotation]
AGAP003927	0.923	0.211	0	0.776	0	0.348	0	0	0	0.046	0.302	0.017	0.126	0.139	0.511	0	0.044	0	0.009	0.205	0.208	0.192	0.081	0.678	0.908	0.99	0.516	0.756	""	Insulin-like peptide 5 [Source:VB Community Annotation]
AGAP011247	0.923	0.224	0.245	0	0	0.909	0.127	0.423	0.385	0.22	0	0.158	0	0.067	0	0.062	0.02	0.471	0.209	0.985	0.106	0.292	0.511	0.075	0	0.316	0.164	0.775	""	Longitudinals lacking protein-like [Source:VB Community Annotation]
AGAP009856	0.923	0.773	0.762	0.277	0.073	0.724				0.477	0.956	0.477	0.961	0.536		0.003	0.932	0.76					0.917	0.104		0.022	0.039	0.018	Gr8	gustatory receptor 8 [Source:VB Community Annotation]
AGAP012603	0.924	0.456	0.007	0.713	0.423	0.902	0.983	0.898	0.877	0.366	0.126	0.73	0.019	0.978	0.038	0.955	0.779	0.141	0.289	0.505	0.196	0.991	0.949	0.012	0.193	0	0.089	0.066	""	""
AGAP007326	0.924	0.141	0.03	0	0.988	0.922	0.159	0.751	0.439	0.088	0	0.473	0	0.581	0	0.192	0.013	0.046	0.791	0.297	0.991	0.002	0.001	0	0.002	0	0	0	""	""
