GeneID	Tiefora_v_NG_log2FoldChange	Gou_v_Moz_log2FoldChange	Ban_v_BanS_log2FoldChange	BanRe_v_BanS_log2FoldChange	Bak_v_Kis_log2FoldChange	VK7_v_Kis_log2FoldChange	Cameroon_v_NG_log2FoldChange	Chad_v_NG_log2FoldChange	Niger_v_NG_log2FoldChange	Nigeria_v_NG_log2FoldChange	Agboville_v_Mali_log2FoldChange	Agboville_v_NG_log2FoldChange	Dabou_v_Mali_log2FoldChange	Dabou_v_NG_log2FoldChange	Tiassale_v_Mali_log2FoldChange	Tiassale_v_NG_log2FoldChange	Cam_fun_v_Fang_log2FoldChange	Fumoz_v_Fang_log2FoldChange	Ghana_fun_v_Fang_log2FoldChange	Malawi_fun_v_Fang_log2FoldChange	Uganda_fun_v_Fang_log2FoldChange	Asendabo_v_Moz_log2FoldChange	Chewaka_v_Moz_log2FoldChange	Tolay_v_Moz_log2FoldChange	Ethiopia_v_Dongola_log2FoldChange	GeneName	GeneDescription
AGAP006055	0.645	0.595	0.141	0.012	0.515	0.065	0.767	0.282	0.821	0.585	0.317	0.066	0.886	0.385	0.135	0.025	0.001	0.152	0.031	0.097	0.047	0.188	0.23	0.007	0.667	""	NF-kappa-B inhibitor-like protein 2 [Source:VB Community Annotation]
AGAP006058	0.645	0.628	0.798	0.566	0.618	0.307	0.824	0.657		0.563	0.961		0.934	0.659	0.995		0.907	0.839	0.491	0.149	0.364	0.535	0.343	0.701	0.91	""	heparan sulfate 2-o-sulfotransferase [Source:VB Community Annotation]
AGAP002622	0.646	0.631	0.611	0	0	0.177	0	0.366	0	0	0.001	0.371	0.196	0.024	0.035	0.504	0.002	0.045	0.06	0.973	0.052	0.161	0.04	0.992	0	""	sodium-coupled monocarboxylate transporter 1 [Source:VB Community Annotation]
AGAP000975	0.646	0.571	0.027	0.999	0.122	0.127	0.187	0.037	0	0	0.106	0.323	0.152	0.28	0.188	0.239	0.179	0.57	0.346	0.831	0.478	0.269	0.24	0.353	0.267	""	""
AGAP009202	0.646	0.855	0.614	0.326	0.114	0.641	0.741	0.796	0.419	0.163	0.23	0.991	0.841	0.19	0.024	0.337	0	0.035	0	0.024	0.044	0.184	0.905	0.292	0.537	""	selenoprotein T [Source:VB Community Annotation]
AGAP009439	0.646	0.033	0.554	0	0.104	0.557	0.681	0.908	0.033	0.096	0.136	0.007	0.222	0.012	0.23	0.017	0.043	0.245	0.691	0.914	0.607	0.869	0.582	0.365	0.75	""	membrane protein GNA1220 [Source:VB Community Annotation]
AGAP011115	0.646	0.859	0.155	0.152	0.12	0.416	0.692	0.965	0.423	0.335	0.637	0.468	0.281	0.152	0.595	0.472	0.801	0.328	0.583	0.975	0.638	0.024	0.902	0.062	0.003	""	""
AGAP013455	0.646	0.02	0	0.338	0	0	0.748	0.001	0.856	0.947	0.082	0.001	0.047	0	0.146	0.008	0.169	0.812	0.511	0.853	0.484	0.095	0.227	0.85	0.894	""	""
AGAP012292	0.646	0.002	0.031	0.001	0.54	0.004	0.34	0.684	0.252	0.005	0.572	0.802	0.054	0.269	0.058	0.166	0.509	0.052	0.942	0.702	0.763	0.949	0.028	0.005	0	CYP9J4	cytochrome P450 [Source:VB Community Annotation]
AGAP002471	0.646	0.847	0.854	0.093	0.866	0.827	0.544	0.282	0.948	0.503	0.846	0.749	0.574	0.487	0.667	0.579	0.824	0.052	0.753	0.848	0.478	0.849	0.731	0.284	0.78	""	ADP-ribosylation factor-like protein 16 [Source:VB Community Annotation]
AGAP000398	0.647	0.665	0.653	0.046	0.043	0.655	0.605	0.191	0.611	0.215	0.576	0.691	0.505	0.696	0.504	0.692	0	0.163	0	0.006	0.001	0.584	0.906	0.989	0.58	""	methionyl-tRNA formyltransferase [Source:VB Community Annotation]
AGAP001443	0.647	0.537	0.134	0.835	0.951	0.767	0.605	0.071	0.982	0.154	0.714	0.023	0.339	0.005	0.358	0.197	0.854		0.43	0.293	0.278	0.408	0.599	0.205	0.593	CYP325J1	cytochrome P450 [Source:VB Community Annotation]
AGAP028230	0.647	0.034	0.46	0.052	0.922	0.363	0.943	0.607	0.667	0.521	0.766	0.141	0.757	0.048	0.312	0.163	0.597	0.568	0.677	0.805	0.682	0.002	0.476	0.016	0	""	""
AGAP004845	0.648	0.001	0.392	0	0.05	0.316	0.125	0	0	0	0.45	0.917	0.26	0.834	0.667	0.903	0.937	0.853	0.841	0.758	0.909	0.65	0.482	0.518	0.024	""	scavenger receptor class B member [Source:VB Community Annotation]
AGAP005557	0.648	0.634	0.015	0.32	0.004	0.379	0.801	0.035	0.451	0.415	0.178	0	0.345	0	0.172	0	0.843	0.915	0.524	0.86	0.305	0.017	0.622	0.009	0.009	""	xenotropic and polytropic retrovirus receptor 1 [Source:VB Community Annotation]
AGAP000659	0.648	0.641	0.778	0.074	0	0	0.565	0.149	0.066	0.222	0.003	0.113	0.015	0.258	0.004	0.105	0.512	0.579	0.48	0.388	0.354	0	0.188	0	0.002	""	Sidekick homolog 2 [Source:VB Community Annotation]
AGAP001145	0.648	0.026	0.862	0.007	0.083	0.032	0.886	0.365	0.385	0.348	0.161	0	0.074	0	0.389	0	0.971	0.358	0.816	0.576	0.522	0.268	0.625	0.008	0.235	""	pre-mRNA-splicing factor 38A [Source:VB Community Annotation]
AGAP005339	0.648	0.422	0.871		0.636	0.138	0.463	0.326		0.364							0.842	0.617	0.377	0.21	0.151	0.711		0.847		Cht4	chitinase [Source:VB Community Annotation]
AGAP000923	0.649	0.032	0.506	0.069	0	0	0.856	0.687	0.597	0.808	0	0.679	0	0.618	0	0.719	0	0.046	0	0.005	0	0.804	0.063	0.064	0.113	""	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin [Source:VB Community Annotation]
AGAP001031	0.649	0.995	0.048	0.019	0.92	0	0.613	0.535	0.234	0.298	0.453	0.013	0.05	0	0.316	0.004	0.235	0.129	0.731	0.677	0.346	0.589	0.822	0.429	0.936	""	INO80 complex subunit E [Source:VB Community Annotation]
AGAP005495	0.649	0.86	0.235	0.411	0.932	0.144	0.718	0.831		0.473	0.424		0.203	0.513	0.287		0.778		0.523	0.443	0.649	0.662	0.366	0.62	0.566	Or80	odorant receptor 80 [Source:VB Community Annotation]
AGAP007024	0.649	0.002	0.02	0	0.186	0.327	0.922	0.358	0.865	0.565	0.001	0.003	0.004	0.011	0.001	0.001	0.012	0.519	0.744	0.51	0.539	0.549	0.055	0.678	0	""	nuclear transport factor 2 [Source:VB Community Annotation]
AGAP009233	0.649	0.643	0.009	0.412	0.518	0.744	0.181	0.521		0.938	0.574		0.742	0.402			0.518		0.477	0.622	0.898	0.813	0.561	0.125	0.537	""	""
AGAP010419	0.649	0.717	0.052	0	0.982	0.154	0.35	0.767	0.979	0.855	0.575	0.763	0.059	0.504	0.569	0.869	0.028	0.94	0.323	0.299	0.13	0	0.258	0.01	0.666	""	Rab proteins geranylgeranyltransferase component A [Source:VB Community Annotation]
AGAP029133	0.649	0.49	0.661	0.665	0.737	0.496	0.988	0.891		0.842				0.971	0.082		0.41		0.865	0.839	0.664	0.414	0.35	0.332	0.855	""	""
AGAP008123	0.649	0.525	0.621	0.001	0	0.001	0.911	0.026	0.608	0.973	0.124	0.881	0.732	0.063	0.697	0.439	0	0.014	0.544	0.403	0.136	0.276	0.265	0.012	0.001	""	""
AGAP010586	0.649	0	0.836	0	0.544	0.835	0.952	0.794	0.982	0.602	0.875	0.046	0.73	0.003	0.851	0.153	0	0.059	0.065	0.144	0.002	0.563	0.237	0.261	0.003	""	aminoacyl tRNA synthase complex-interacting multifunctional protein 1 [Source:VB Community Annotation]
AGAP008757	0.649	0.865	0.918	0.124	0.601	0.574	0.839	0.003	0.882	0.904	0.453	0.182	0.216	0.072	0.035	0.013	0.977	0.525	0.862	0.762	0.589	0.75	0.481	0.216	0.503	""	""
AGAP012600	0.65	0.543	0.859	0.676	0.66	0.985	0.329	0.204	0.655	0.425							0.912	0.939	0.487	0.362	0.432	0.039	0.008	0	0.596	""	COUP transcription factor 2 [Source:VB Community Annotation]
AGAP011064	0.65	0.022	0.181	0.004	0	0.03	0.261	0.082	0.872	0.975	0.536	0.011	0.739	0.025	0.066	0.607	0.085	0.928	0.28	0.563	0.991	0.004	0.049	0.04	0.471	""	""
AGAP013410	0.65	0.183	0.878	0.168	0.023	0	0.289	0.658	0.35	0.087	0.576	0.444	0.444	0.005	0.038	0.652	0.174	0.319	0.981	0.66	0.594	0.833	0.892	0.735	0.268	""	""
AGAP005052	0.65	0.376	0.513	0	0	0	0.063	0.249	0.083	0.046	0.444	0.036	0.975	0	0.844	0	0.053	0.046	0.012	0.004	0.012	0.889	0.96	0.58	0.002	""	deoxyribodipyrimidine photo-lyase [Source:VB Community Annotation]
AGAP011880	0.65	0.234	0.531	0.005	0.024	0.789	0.192	0.282	0.191	0.088	0.878	0.001	0.467	0	0.551	0	0.009	0.321	0.537	0.142	0.435	0.359	0.233	0.045	0.001	""	G patch domain containing 1 [Source:VB Community Annotation]
AGAP013451	0.65	0.385	0.345		0.637	0.882	0.978	0.728		0.575	0.661		0.146	0.093	0.679		0.291		0.172	0.14	0.073	0.39	0.65	0.576		""	outer membrane lipoprotein Blc (Precursor) [Source:VB Community Annotation]
AGAP006880	0.651	0.359	0.02	0.013	0.018	0.01	0.886	0.306	0.857	0.733	0.455	0.578	0.121	0.202	0.177	0.336	0.492	0.736	0.562	0.931	0.296	0.986	0.286	0.481	0.024	""	Protein LMBR1L [Source:VB Community Annotation]
AGAP002524	0.651	0.183	0	0	0.732	0.002	0.964	0.067	0.027	0.563	0.003	0.92	0.001	0.402	0.016	0.964	0.125	0.34	0.878	0.675	0.132	0.974	0.555	0.667	0.308	""	""
AGAP000886	0.651	0.519	0.978	0.893	0.751	0.78	0.63	0.794	0.991	0.714	0.486	0.488	0.629	0.25	0.053	0.984	0	0.02	0.003	0.01	0.006	0.886	0.164	0.044	0.472	""	Palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:Q7PNJ3]
AGAP000385	0.651	0.855	0.836	0.001	0	0	0.61	0.108	0.68	0.148	0.766	0	0.685	0	0.524	0	0.018	0.146	0.001	0.01	0.019	0	0	0	0.032	""	""
AGAP007442	0.651	0.569	0.261	0.825	0.317	0.455											0.773		0.564	0.56	0.927				0.186	""	""
AGAP000763	0.652	0.226	0.002	0.859	0.659	0.691	0.418	0.067	0.055	0.144	0.236	0.902	0.4	0.629	0.225	0.846	0.397	0.349	0.583	0.186	0.003	0.805	0.199	0.749	0.497	""	activin receptor type-2, invertebrate [Source:VB Community Annotation]
AGAP001951	0.652	0.166	0.068	0.008	0.04	0.907	0.071	0	0	0	0.014	0.085	0.006	0.119	0.011	0.038	0.146	0.871	0.326	0.249	0.709	0.099	0.892	0.003	0.063	""	butyryl-CoA dehydrogenase [Source:VB Community Annotation]
AGAP003068	0.652	0.156	0.078	0.029	0.42	0.315	0.095	0.895	0.682	0.869	0.474	0.93	0.472	0.815	0.742	0.505	0.207	0.732	0.938	0.979	0.592	0.003	0.254	0	0.311	""	""
AGAP008010	0.652	0.01	0.015	0.003	0.002	0.002	0.56	0.447	0.015	0	0.766	0.003	0.707	0	0.652	0	0	0.011	0.001	0.075	0	0.203	0.011	0.263	0.901	""	""
AGAP000797	0.652	0.218	0.251	0.398	0.691	0.874	0.478	0	0.473	0.812	0.121	0.464	0.048	0.316	0.008	0.157	0.69	0.466	0.877	0.931	0.518	0.006	0.133	0.005	0.925	""	E3 ubiquitin-protein ligase HECW2 [Source:VB Community Annotation]
AGAP006180	0.652	0.995	0.053	0.058	0.011	0.212	0.423	0	0.035	0.02	0.038	0.727	0.004	0.216	0.014	0.31	0.87	0.329	0.804	0.342	0.448	0.195	0.589	0.926	0.909	""	""
AGAP005270	0.653	0.004	0.113	0.301	0.402	0.113	0.978	0.116	0.159	0.028	0.045	0	0.439	0	0.117	0	0.356	0.959	0.85	0.576	0.823	0.872	0.439	0.422	0.046	""	protein phosphatase [Source:VB Community Annotation]
AGAP010052	0.653	0.091	0.183	0.404	0.003	0.001	0.98	0.183	0	0	0.034	0.104	0.037	0.113	0.198	0.444	0	0.015	0.043	0.047	0.715	0.177	0.028	0.206	0.582	""	carbonic anhydrase [Source:VB Community Annotation]
AGAP001820	0.654	0.629	0.714	0.091	0.869	0.002	0.929	0.339	0.986	0.394	0.716	0.608	0.691	0.402	0.868	0.398	0	0.45	0.005	0.094	0.26	0.002	0.001	0.001	0.609	""	TATA-binding protein-associated factor [Source:VB Community Annotation]
AGAP013464	0.654	0.808	0.71	0.488	0.908	0.698	0.737	0.679		0.679				0.269			0.979		0.245	0.271	0.732	0.783	0.778	0.968		""	""
AGAP007113	0.654	0	0.005	0.275	0.423	0.713	0.34	0.048	0	0.031	0.049	0.246	0.013	0.083	0.026	0.133	0.876	0.576	0.373	0.801	0.521	0.028	0.003	0.368	0.001	""	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Source:VB Community Annotation]
AGAP010147	0.654	0.002	0	0	0	0	0.528	0.074	0.071	0.031	0.275	0	0.624	0	0.024	0	0.024	0.984	0.094	0.022	0.03	0.756	0.135	0.002	0.001	""	myosin heavy chain [Source:VB Community Annotation]
AGAP011641	0.654	0.154	0.358	0.44	0.774	0.711	0.707	0.515	0.33	0.033	0.298	0.104	0.053	0.008	0.023	0.006	0.005	0.551	0.195	0.113	0.098	0	0.042	0.004	0.329	""	""
AGAP008642	0.655	0.551	0.97	0.821	0.222	0.144	0	0.282	0	0	0.538	0.371	0.048	0.025	0.271	0.185	0.764	0.15	0.029	0.076	0.079	0.023	0.005	0.014	0.682	""	""
AGAP007616	0.655	0.873	0.231	0.979	0.214	0.153	0.924	0.418	0.54	0.543	0.909	0.975	0.481	0.459	0.88	0.819	0.904	0.864	0.549	0.321	0.734	0.545	0.84	0.652	0.107	""	""
AGAP010408	0.655	0.884	0.624	0.821	0.983	0.005	0.952	0.923	0.882	0.65	0.214	0.022	0.093	0.009	0.122	0.021	0.228	0.488	0.546	0.97	0.292	0.066	0.053	0.019	0.517	""	""
AGAP001639	0.656	0.131	0.865	0.444	0.925	0.182	0.947	0.021	0.182	0.834	0.305	0.4	0.726	0.216	0.585	0.516	0	0.005	0.008	0.002	0	0	0.965	0.337	0.304	""	polyA-binding protein interacting protein [Source:VB Community Annotation]
AGAP007104	0.656	0.267	0.001	0.232	0	0.589	0.001	0	0	0	0.001	0.877	0.404	0.293	0.012	0.995	0.035	0.399	0.357	0.769	0.071	0.488	0.339	0.954	0.016	""	farnesyl diphosphate synthase [Source:VB Community Annotation]
AGAP003552	0.656	0	0.774	0	0.727	0	0.28	0.954	0.787	0.619	0.008	0.713	0.062	0.247	0.248	0.025	0	0.265	0	0.095	0.003	0.146	0.901	0.004	0.006	""	SET and MYND domain-containing protein 5 [Source:VB Community Annotation]
AGAP007399	0.656	0.124	0.274	0.832	0.788	0.721	0.814	0.928	0.921	0.554	0.983	0.42	0.722	0.198	0.171	0.011	0	0.267	0.13	0.052	0.001	0.291	0.588	0.021	0.894	PARN	polyA-specific ribonuclease [Source:VB Community Annotation]
AGAP013009	0.656	0.303	0.679	0.042	0.921	0.008	0.856	0.05	0.901	0.888	0.434	0	0.914	0.001	0.952	0	0.649	0.481	0.928	0.548	0.337	0	0	0	0.517	""	""
AGAP004662	0.657	0.013	0.854	0.355	0.164	0.523	0.248	0	0.324	0.1	0.068	0.062	0.479	0.005	0.016	0.326	0.002	0.245	0.123	0.044	0.131	0.576	0.453	0.738	0.634	""	homeobox protein abdominal-A homolog [Source:VB Community Annotation]
AGAP005261	0.657	0.978	0.022	0.002	0	0.295	0.068	0.006	0.569	0.809	0.012	0	0.007	0.015	0.038	0.339	0.029	0.436	0.835	0.843	0.389	0.487	0.479	0.102	0.519	""	G protein pathway suppressor 2 [Source:VB Community Annotation]
AGAP028680	0.657	0.836	0.003	0.096	0.562	0.381	0.396	0.662	0.475	0	0.122	0	0.134	0	0.245	0	0.597	0.476	0.261	0.715		0	0.024	0	0	""	""
AGAP004100	0.657	0.09	0.945	0.076	0.005	0.1	0.002	0	0.375	0.788	0.054	0	0.051	0	0.034	0	0.323	0.285	0.443	0.721	0.514	0.251	0.201	0.048	0	mRpL43	39S ribosomal protein L43, mitochondrial [Source:VB Community Annotation]
AGAP009214	0.657	0.043	0.301	0.011	0.001	0.151	0.942	0.007	0	0	0.051	0.943	0.472	0.281	0	0.098	0.016	0.095	0.015	0.426	0.149	0.963	0.947	0.572	0.166	CLIPB11	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP009396	0.657	0.602	0.42	0.155	0.768	0.626	0.595	0.275		0.334	0.035	0.086	0.009	0.016	0.002	0.005	0.231		0.026	0.067	0.142	0.202	0.295	0.152	0.678	Or13	odorant receptor 13 [Source:VB Community Annotation]
AGAP009999	0.657	0.785	0.338	0.95	0.015	0.929	0.824	0.932	0.094	0.084	0.953	0.71	0.085	0.303	0.144	0.507	0.442	0.654	0.268	0.2	0.395	0.087	0.327	0.074	0.481	Gr22	gustatory receptor 22 [Source:VB Community Annotation]
AGAP010273	0.657	0.047	0.871	0.022	0.822	0.913	0.538	0.683	0.982	0.821	0.23	0.55	0.545	0.559	0.667	0.335	0	0.025	0	0	0	0	0.354	0.005	0.039	""	phosphatidylinositol 3-kinase [Source:VB Community Annotation]
AGAP004931	0.658	0.217	0.298	0.005	0.949	0.968	0.012	0.116	0.003	0.01							0	0.294	0.088	0.03	0.084	0.107	0.109	0.02	0.139	""	""
AGAP008014	0.658	0.002	0.333	0.058	0.422	0	0.099	0	0	0	0.064	0.783	0.001	0.032	0	0.002	0	0.042	0	0	0.001	0.846	0.233	0.687	0.078	""	""
AGAP003487	0.658	0.974	0.387	0.653	0.151	0.533	0.007	0	0	0	0.051	0.028	0	0	0.002	0.001	0.869	0.123	0.04	0.383	0.568	0.055	0.421	0.514	0.909	""	Mesenchymal stem cell protein DSCD75 [Source:VB Community Annotation]
AGAP028205	0.658	0.028	0.859	0.004	0.049	0.994	0.277	0.361	0.82	0.908	0.348	0.027	0.73	0.132	0.431	0.683	0.004	0.067	0.015	0.001	0.028	0.066	0.873	0.17	0.034	""	""
AGAP002258	0.659	0.276	0.228	0.094	0.013	0.025	0.041	0.046	0.054	0.021	0.021	0.012	0.083	0.002	0.022	0.012	0	0	0.002	0	0.001	0.121	0.646	0	0.063	Med31	mediator of RNA polymerase II transcription subunit 31 [Source:VB Community Annotation]
AGAP005246	0.659	0.137	0.93	0	0.921	0.484	0	0	0.011	0	0.002	0.808	0.003	0.898	0	0.258	0.003	0.886	0	0.007	0.003	0	0.259	0.518	0.005	SRPN10	serine protease inhibitor (serpin) 10 [Source:VB Community Annotation]
AGAP006082	0.659	0.126	0.083	0.143	0.042	0.667	0	0.29	0.241	0.084	0.163	0.003	0.007	0	0.025	0	0.305	0.193	0.913	0.225	0.136	0.169	0.489	0	0.848	CYP301A1	cytochrome P450 [Source:VB Community Annotation]
AGAP006324	0.659	0.54	0.181	0.159	0.478	0.265	0.979	0.794	0.192	0.167			0.699	0.115	0.962	0.207	0.559	0.95	0.687	0.475	0.904	0.019	0.265	0.687	0.682	nompB	no mechanoreceptor potential B [Source:VB Community Annotation]
AGAP006447	0.659	0.876	0	0.191	0.021	0.386	0.993	0.988	0.007	0	0.556	0.014	0.32	0.693	0.176	0.995	0.013	0.91	0.038	0.369	0.016	0	0.002	0	0.471	""	""
AGAP009718	0.659	0.948	0.613		0.847	0.456	0.915	0.827		0.884				0.368	0.25		0.876	0.934	0.486	0.376	0.462	0.889				Or72	odorant receptor 72 [Source:VB Community Annotation]
AGAP009512	0.659	0.644	0.689	0.186	0.175	0.424	0.875	0.498	0.798	0.721	0.864	0.087	0.506	0.011	0.717	0.18	0	0.811	0.339	0.726	0.706	0.378	0.391	0.498	0.43	""	E3 ubiquitin-protein ligase UBR7 [Source:VB Community Annotation]
AGAP003905	0.66	0.737	0.247	0.015	0.708	0.001	0.952	0.736	0.469	0.581	0.872	0.381	0.637	0.358	0.631	0.402	0.068	0.193	0.03	0.123	0.024	0.823	0.847	0.687	0.148	""	ADP-ribosylation factor-like protein 13B [Source:VB Community Annotation]
AGAP008158	0.66	0.767	0.214	0.8	0.003	0	0.217	0.944	0.368	0.369	0.757	0.001	0.417	0.002	0.597	0.011	0.353	0.366	0.276	0.444	0.236	0.016	0.217	0.276	0.004	""	dCMP deaminase [Source:VB Community Annotation]
AGAP011329	0.66	0.836	0.308	0	0.701	0.87	0.307	0	0	0	0.948	0	0.88	0	0.853	0.002	0.12	0.684	0.759	0.759	0.878	0.386	0.062	0.31	0.31	""	acetyl-CoA C-acetyltransferase [Source:VB Community Annotation]
AGAP002214	0.66	0.001	0.006	0.725	0.087	0.408	0.697	0.876	0.358	0.862	0.58	0.005	0.524	0	0.334	0.004	0.001	0.162	0.053	0.147	0.075	0.173	0.835	0.082	0.563	""	""
AGAP008488	0.66	0.032	0.01	0.999	0.001	0.119	0.091	0.001	0.02	0.002	0	0.36	0.026	0.947	0	0.313	0	0.551	0	0.035	0.42	0.809	0.1	0.586	0.768	""	""
AGAP006193	0.66	0.8	0.004	0	0.957	0.553	0.001	0.001	0	0	0.127	0.015	0.658	0.328	0.789	0.999	0.407	0.419	0.784	0.715	0.408	0.126	0.189	0.663	0	""	""
AGAP008735	0.66	0.156	0.36	0.019	0.65	0.515	0.614	0.226	0.717	0.62	0.567	0.006	0.763	0.032	0.307	0.002	0	0.051	0	0.02	0.001	0.939	0.959	0.363	0.046	""	testis-specific serine kinase [Source:VB Community Annotation]
AGAP009409	0.66	0.62	0.954		0.866	0.946	0.988	0.939		0.97							0.22		0.261		0.071	0.635		0.665	0.297	Or51	odorant receptor 51 [Source:VB Community Annotation]
AGAP002307	0.661	0.75	0.566	0.779	0.524	0.04	0.336	0.04	0.002	0.021	0.736	0.229	0.73	0.198	0.376	0.513	0.003	0.015	0.009	0.132	0.001	0.789	0.369	0.979	0.586	""	pre-mRNA-splicing factor 18 [Source:VB Community Annotation]
AGAP006895	0.661	0.006	0.349	0.122	0.637	0.216	0.895	0.288	0.957	0.545							0.593	0.986	0.822	0.857	0.95	0.082	0.992	0.393	0.496	""	signal recognition particle subunit SRP19 [Source:VB Community Annotation]
AGAP000234	0.661	0.894	0.216	0.112	0.061	0.011	0.034	0	0.001	0.053	0.453	0.27	0.842	0.119	0.643	0.015	0.386	0.39	0.005	0.039	0.033	0.625	0.85	0.92	0.765	""	""
AGAP003313	0.661	0.174	0.097	0.188	0.004	0.05	0.849	0.804	0.705	0.451	0.01	0.841	0.202	0.525	0.176	0.594	0.032	0.14	0.032	0.039	0.036	0.168	0.894	0.983	0.76	""	THAP domain-containing protein 4 [Source:VB Community Annotation]
AGAP003898	0.661	0.2	0.069	0.636	0.176	0	0.938	0.861	0.998	0.05	0.469	0.272	0.881	0.657	0.64	0.399	0.999	0.325	0.956	0.822	0.913	0.555	0.892	0.001	0.29	""	""
AGAP008132	0.662	0.919	0.181	0.214	0.2	0.686	0.056	0.051	0	0	0.138	0.251	0.931	0.95	0.188	0.264	0.504	0.308	0	0.001	0.044	0	0.025	0.354	0.523	""	beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [Source:VB Community Annotation]
AGAP005895	0.662	0.447	0.812	0.011	0.858	0.623	0.465	0.108	0.409	0.099	0.503	0.392	0.467	0.289	0.667	0.27	0.506	0.872	0.413	0.248	0.429	0.366	0.947	0.952	0.812	""	""
AGAP000754	0.662	0.183	0.037	0.646	0.649	0.132	0.003	0	0.185	0.109	0.889	0.054	0.849	0.069	0.185	0.004	0	0.014	0.008	0.03	0.034	0.001	0.076	0.003	0.56	""	""
AGAP006701	0.663	0.608	0.722	0.858	0.921	0.078	0.088	0.044	0.899	0.868	0.582	0	0.057	0	0.045	0	0.039	0.261	0.07	0.126	0.039	0.195	0.768	0.547	0.439	""	""
AGAP007530	0.663	0.001	0.97	0.788	0	0.002	0.252	0.797	0.587	0.019	0.556	0.005	0.927	0.001	0.082	0.037	0.03	0.361	0.139	0.065	0.416	0.01	0.016	0	0.763	""	""
AGAP001634	0.663	0.908	0.009	0.692	0.692	0.874	0.265	0.523	0.049	0.878	0.002	0	0.013	0.001	0.124	0.014	0	0.033	0.002	0	0.015	0.007	0	0.825	0	""	""
AGAP007418	0.663	0.738	0.147	0.709	0.132	0.017	0.677	0.318	0.638	0.378	0.865	0.386	0.904	0.488	0.21	0.023	0.598	0.178	0.388	0.26	0.21	0.239	0.81	0.305	0.113	""	proteasome inhibitor subunit 1 (PI31) [Source:VB Community Annotation]
AGAP009886	0.664	0.693	0.042	0.227	0.004	0.013	0.357	0.088	0.36	0.208	0.511	0	0.242	0	0.77	0.033	0.085	0.512	0.083	0.483	0.486	0.288	0.156	0.006	0.351	Med15	Mediator of RNA polymerase II transcription subunit 15 [Source:UniProtKB/Swiss-Prot;Acc:Q5TP13]
AGAP028510	0.664	0.001	0	0.026	0.922	0.248	0.836	0.509	0.394	0.32	0.132	0.232	0.031	0.049	0.487	0.644	0.245	0.145	0.946	0.442	0.571	0.006	0	0.001	0.621	""	""
AGAP029077	0.664		0.179	0.696	0	0.039	0.741	0.307		0.87	0.024	0.554	0.09	0.226	0.004	0.62	0	0.001	0	0.001	0.057	0.889		0.67		""	""
AGAP002921	0.664	0.017	0.285	0.002	0.348	0.501	0.34	0.214	0.295	0.046	0.365	0.835	0.115	0.683	0.127	0.666	0	0.223	0.003	0.319	0.491	0.015	0.739	0	0.952	RpL36	60S ribosomal protein L36 [Source:UniProtKB/TrEMBL;Acc:Q7PQY8]
AGAP001519	0.664	0.023	0.001	0.042	0.852	0.937	0.135	0.037	0.17	0.085	0.001	0	0.031	0.011	0.004	0.002	0.025	0.309	0.017	0.108	0.067	0.001	0.033	0	0.043	""	pre-mRNA-splicing helicase BRR2 [Source:VB Community Annotation]
AGAP011548	0.664	0.205	0.798	0.464	0.547	0.966	0.628	0.004	0.993	0.141	0.984	0.105	0.588	0.008	0.656	0.005	0	0.064	0	0.001	0.003	0.439	0.943	0.216	0.001	""	""
AGAP011147	0.664	0.045	0	0	0	0.001	0.757	0.863	0.769	0.258							0.507	0.992	0.328	0.605	0.072	0.202	0.019	0.075	0.034	""	ATP-dependent RNA helicase DDX56/DBP9 [Source:VB Community Annotation]
AGAP002955	0.665	0.408	0.255	0.01	0.769	0.975	0.134	0.897	0.008	0.002	0.389	0.107	0.076	0.008	0.42	0.163	0.035	0.323	0.69	0.019	0.592	0	0.001	0	0.909	""	leishmanolysin-like peptidase [Source:VB Community Annotation]
AGAP007532	0.665	0.966	0.145	0.002	0	0.248	0.581	0.634	0.991	0.163	0.105	0.02	0.676	0.001	0.438	0.115	0	0.513	0	0.013	0	0	0.013	0.003	0.805	""	vinculin [Source:VB Community Annotation]
AGAP007564	0.665	0.163	0.87	0.023	0.069	0	0.859	0.257	0.156	0.221	0.186	0.018	0.017	0.001	0.013	0.001	0.179	0.458	0.979	0.622	0.454	0.997	0.943	0.316	0.563	""	""
AGAP002621	0.665	0	0.028	0.013	0	0	0.118	0.071	0.131	0.403	0.345	0.036	0.539	0.634	0.978	0.351	0.262	0.798	0.816	0.562	0.604	0.696	0.23	0.166		""	""
AGAP003256	0.666	0.873	0.459	0.192	0.472	0.106	0.198	0.079	0.192	0.032	0.748			0.387			0.319		0.22	0.212	0.359	0.511		0.81		Gr18	gustatory receptor 18 [Source:VB Community Annotation]
AGAP003650	0.666	0.192	0.965	0.957	0	0	0.044	0.389	0.018	0.361	0.974	0.357	0.684	0.528	0.703	0.64	0.209	0.869	0.635	0.14	0.455	0.847	0.778	0.963	0.607	""	translation initiation factor eIF-2B subunit alpha [Source:VB Community Annotation]
