GeneID	GeneName	GeneDescription	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz	Cam_fun_v_Fang	Fumoz_v_Fang	Ghana_fun_v_Fang	Malawi_fun_v_Fang	Uganda_fun_v_Fang
AGAP011060		calcium binding protein 39 [Source:VB Community Annotation]	0.02	0.12	0.11	0.0	0.12	-0.36	-0.14	-0.07	-0.07	-0.7	0.01	-0.68	0.02	-0.51	0.2	0.08	0.07	0.05	0.21	0.26	0.38	0.43	-0.14	0.19	0.09	-0.03	0.18	0.01
AGAP004014	SP11706		0.49	1.11	-1.21	-0.21	2.1	1.49		0.94	0.66	-0.31		0.68	1.26	-0.01		-0.19	0.83	-1.56	-0.68	0.05	-0.52	1.33	1.93	-0.64	0.76	-0.31	0.17	-0.19
AGAP001403		protein Mpv17 [Source:VB Community Annotation]	-0.03	-0.19	-0.02	-0.02	0.5	-0.11	-0.86	-0.46	-0.23	-0.12	0.07	0.4	0.58	0.16	0.35	0.72	1.03	0.06	0.29	-0.2	0.24	0.84	-0.66	-0.06	0.3	-0.23	-0.24	0.02
AGAP002615			-0.04	-0.18	0.14	-0.36	-0.72	-0.62	-0.53	-0.59	-0.46	-0.74	-0.98	-0.53	-0.78	-0.36	-0.59	-0.23	-0.6	-0.08	-1.19	-1.19	-1.1	0.21	-0.77	0.29	0.4	0.58	0.76	0.62
AGAP002145		inactivation no afterpotential D protein [Source:VB Community Annotation]	0.02	1.06	-0.91	0.25	0.91	0.43	-0.83	-1.39	-1.37	0.32	2.25	0.04	1.96	0.67	2.61	0.85	1.75	-1.66	-0.1	0.04	-0.01	0.4	-0.47	-0.83	-0.7	-1.38	-0.82	-1.14
AGAP004579	cdk2	cyclin-dependent kinase 2 [Source:VB Community Annotation]	-0.03	0.0	0.63	-0.21	-0.19	-0.15	-0.15	-0.77	-0.73	0.77	-1.09	-0.21	-2.08	-0.52	-2.38	-0.27	-0.57	0.59	0.23	0.67	0.35	-1.07	-0.25	0.06	-0.47	0.34	0.27	0.15
AGAP007010			0.03	-0.23	-0.38	0.45	-0.02	-0.05	-0.3	-0.38	-0.3	0.14	0.29	0.26	0.4	0.18	0.34	0.19	0.29	-0.17	-0.08	0.25	-0.02	0.43	0.6	0.13	-0.01	0.11	0.01	0.16
AGAP012779			0.11	1.17	0.56	-0.56	-0.99	1.5	1.38	2.15	1.75	0.03	0.32	-0.32	-0.04	-0.36	-0.07	-1.18	1.62		0.13	0.07	0.44	0.18	-0.73	0.56	0.45	0.22	0.24	0.25
AGAP005308			-0.04	0.2	-0.14	0.31	0.6	0.18	0.11	0.19	-0.34	-0.01	0.31	0.15	0.45	-0.03	0.3	0.45	0.09	0.49	-0.37	0.02	-0.23	-0.69	-0.14	0.83	0.47	0.58	0.73	0.77
AGAP003440			-0.03	0.02	0.31	-0.27	0.05	-0.3	0.12	0.4	0.65	0.14	0.74	-0.06	0.53	0.19	0.79	-0.27	0.14	0.32	0.14	-0.04	0.33	0.48	-0.35	0.25	0.43	-0.1	0.31	-0.01
AGAP001910	RpS3	40S ribosomal protein S3 [Source:VB Community Annotation]	-0.01	0.04	0.17	-0.37	-0.17	0.17	-0.11	0.09	0.13	0.08	0.16	0.06	0.12	-0.03	0.05	0.06	0.24	0.0	-0.42	-0.34	-0.48	-0.6	-0.15	0.05	0.07	-0.17	-0.31	-0.12
AGAP004117		G protein-coupled receptor kinase [Source:VB Community Annotation]	-0.03	-0.55	-0.49	0.04	-0.58	-0.13	-0.1	-0.39	-0.57	-0.39	-0.16	-0.4	-0.18	-0.61	-0.38	0.0	0.0	-0.04	-0.47	-0.47	-0.55	0.12	-0.15	-0.3	-0.35	-0.27	-0.19	-0.21
AGAP002933		2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1 [Source:VB Community Annotation]	0.02	-0.13	0.08	0.24	0.32	-0.05	-0.15	0.03	0.04	0.0	-0.26	0.0	-0.26	-0.05	-0.3	0.03	-0.11	0.49	-0.09	-0.11	-0.21	-0.2	-0.29	0.07	-0.03	0.13	0.04	0.0
AGAP010435		dynein heavy chain 9, axonemal [Source:VB Community Annotation]	-0.04	-0.21	-1.78	0.24	-0.85	-1.18	-1.54	-0.01	-0.77	0.04	0.92	0.03	0.9	0.05	0.93	0.55	-0.1	-0.73	-1.85	-1.18	-1.29	-0.18	0.65	-0.24	0.07	0.01	-0.09	-0.18
AGAP013516		mitogen-activated protein kinase kinase kinase 7 [Source:VB Community Annotation]	-0.03	0.3	-0.15	0.02	0.24	-0.1	-0.5	-0.35	-0.46	0.1	0.39	0.17	0.45	0.18	0.48	0.25	0.18	-0.41	0.24	0.23	0.25	-0.2	-0.05	0.47	0.44	0.26	0.3	0.35
AGAP006234		protein SHQ1 [Source:VB Community Annotation]	0.03	0.07	0.5	-0.1	-0.1	0.23	-0.01	-0.38	-0.1	0.4	-0.07	-0.03	-0.51	0.08	-0.39	-0.23	-0.04	0.68	-0.3	0.05	-0.29	-0.59	-0.75	0.55	0.55	0.42	0.39	0.41
AGAP007423		chromosome transmission fidelity protein 4 [Source:VB Community Annotation]	0.03	-0.39	-0.36	-0.05	-1.1	-0.24	0.16	0.3	-0.19	-0.05	-0.36	-0.11	-0.43	-0.15	-0.46	-0.22	0.02	0.97	-1.01	0.09	-0.66	0.0	-0.33	-0.21	-0.12	0.1	0.06	0.06
AGAP013413			0.54	0.38	-0.37	-1.11	-1.2	-0.44	-0.05	-1.02	0.26	-3.11	-1.71	-3.08	-1.69	-2.32	-0.9	2.07	-0.02	4.32	0.28	1.21	0.38	-0.81	-1.28	-1.33	-0.6	-0.65	-0.9	-0.37
AGAP013471			0.54	-0.2	-1.12	-1.56	-2.4	0.37	0.56	0.94	2.71	0.91	0.93	0.68	0.69	1.72	1.74	0.21	0.29	-0.22	-0.55	0.13	0.32	-1.06	2.26	-1.09	-0.74	0.09	0.75	-0.17
AGAP028546			0.54	1.0	-1.21	1.57	0.74	0.37	-0.42	0.46	0.18	0.33	0.35	0.1	0.11	0.85	0.87	1.46	1.53	3.63	-1.27	0.52	-0.38	0.0	-0.45	0.43	0.8	1.95	2.3	1.49
AGAP004689			-0.03	0.02	-0.05	0.4	0.42	-0.25	-0.14	0.38	0.49	0.07	0.76	-0.07	0.61	-0.28	0.42	0.0	0.17	0.8	0.48	0.3	0.59	0.06	0.22	0.12	0.23	-0.03	0.18	0.05
AGAP008955		ubiquinol-cytochrome c reductase iron-sulfur subunit [Source:VB Community Annotation]	-0.01	-0.03	0.74	0.26	0.19	-0.64	-0.19	0.44	0.37	0.42	1.57	0.34	1.48	0.21	1.37	-0.05	0.44	0.48	0.29	0.34	0.34	1.63	0.32	-0.21	-0.39	-0.74	-0.49	-1.04
AGAP004240	CycC	cyclin C [Source:VB Community Annotation]	-0.03	0.24	0.22	0.33	0.33	0.27	-0.09	0.2	0.22	-0.08	-0.36	-0.26	-0.54	0.02	-0.25	0.4	-0.35	0.62	-0.12	-0.12	-0.26	-0.32	-0.54	0.61	0.96	0.68	0.6	0.71
AGAP008412		ubiquitin thioesterase CYLD [Source:VB Community Annotation]	0.02	-0.33	0.39	0.12	0.32	-0.49	-0.47	-0.6	-0.75	-0.4	0.52	-0.55	0.35	-0.65	0.27	-0.48	0.39	-0.32	1.67	0.39	1.31	0.72	0.48	-0.59	-0.5	-0.65	-0.72	-0.54
AGAP008183	CLIPD2	CLIP-domain serine protease [Source:VB Community Annotation]	-0.09	-0.49	-0.64	0.97	0.92	0.0	0.99	0.22	0.56	0.67	0.88	1.29	1.5	1.21	1.43	1.09	0.2	0.2	1.29	-0.26	1.54	-0.07	-1.03	-0.71	-0.53	-0.2	-0.2	-0.69
AGAP002842		CLIPD1 protein [Source:VB Community Annotation]	-0.14	0.98	-0.47	0.6	0.31	0.41	-0.4	-0.02	-0.87	-0.48	0.28	-0.24	0.5	-0.14	0.63	0.5	0.01	-1.05	0.88	-0.85	-0.44	0.49	1.37	-0.27	-0.48	-0.2	0.18	0.05
AGAP000756		carboxypeptidase M [Source:VB Community Annotation]	-0.03	-0.15	-0.26	0.01	-0.23	-0.02	0.64	0.4	0.12	0.5	-0.4	0.76	-0.15	0.67	-0.22	-0.52	-0.27	0.26	-0.48	-0.14	-0.04	0.81	0.41	-0.44	-0.07	-0.15	-0.17	-0.18
AGAP002623		tubulin polyglutamylase TTLL6/13 [Source:VB Community Annotation]	0.06	-0.35	-0.69	-0.34	-0.86	0.69	0.01	0.02	-0.41	0.0	1.29	1.25	2.53	0.09	1.38	0.03	0.38	-2.11	-2.59	-1.28	-2.44	-0.94	-1.22	-0.09	-0.19	0.51	-0.54	0.1
AGAP007219			-0.06	-0.65	-0.21	-0.51	-0.58	-0.26	-0.42	0.26	0.19	-0.13	-1.77	-0.13	-1.78	0.18	-1.45	-0.65	-0.65	-0.98	-0.61	-0.5	-0.64	0.5	-0.9	1.6	1.33	1.69	1.26	1.54
AGAP010711		exportin-2 [Source:VB Community Annotation]	0.03	-0.04	0.37	-0.16	-0.22	-0.46	-0.12	-0.44	-0.36	-0.32	-1.3	-0.32	-1.32	-0.28	-1.26	-0.2	-0.52	0.1	0.21	0.12	0.09	-0.46	0.06	-0.14	0.31	0.07	0.11	0.19
AGAP001880		bZIP factor, other [Source:VB Community Annotation]	0.23	-2.06	-1.91	-1.71	-0.77	-1.73	-2.26	-0.71	-1.51	-0.83	-0.65	0.63	0.74	-0.31	-0.15	0.13	-0.32	-1.0	-3.4	-0.94	-0.79	-1.35	-1.09	0.78	0.62	2.37	1.77	1.63
AGAP008275		Tektin-2 [Source:VB Community Annotation]	0.2	1.03	-0.38	1.05	1.65	-4.25	-3.37	-1.55	-0.58	0.59	-2.64	3.15	-0.09	1.72	-1.51	2.23	0.56	-0.33	2.05	1.82	4.98	2.12	1.0	-1.21	-0.91	0.25	0.72	-0.61
AGAP011547			-0.03	0.3	0.3	0.1	0.3	-0.32	-0.27	-0.57	-0.46	0.13	-0.13	0.0	-0.28	-0.12	-0.38	0.22	0.44	-0.01	-0.25	-0.12	-0.36	-0.44	-0.19	0.15	0.25	0.05	0.28	0.11
AGAP012144		endoplasmic reticulum-Golgi intermediate compartment protein 3 [Source:VB Community Annotation]	-0.02	-0.02	0.09	-0.17	-0.38	0.17	0.33	0.28	0.37	0.03	-0.9	0.16	-0.79	0.26	-0.67	-0.16	-0.7	0.47	-0.36	-0.21	-0.52	-0.71	-0.39	0.56	0.81	0.48	0.72	0.69
AGAP002220		U6 snRNA phosphodiesterase [Source:UniProtKB/TrEMBL;Acc:Q7QK92]	0.04	-0.04	0.55	-0.03	0.44	0.53	0.15	0.18	0.51	0.47	-1.21	0.3	-1.39	0.68	-0.99	0.27	-0.48	0.25	0.46	0.35	0.26	-0.66	-0.69	0.2	0.66	0.3	0.63	0.53
AGAP008110			0.04	-0.24	-0.09	0.01	-0.35	0.07	-0.36	-0.23	0.02	0.36	-0.13	0.47	-0.03	0.41	-0.08	0.43	0.29	-0.3	-0.35	-0.09	-0.35	0.68	0.15	0.3	0.26	0.15	0.23	0.46
AGAP002021		lysophosphatidate acyltransferase [Source:VB Community Annotation]	-0.02	0.22	-0.39	-0.17	0.16	-0.43	-0.89	-1.21	-1.38	0.43	0.38	0.09	0.02	0.4	0.35	0.25	-0.01	0.08	0.32	0.7	0.26	-0.02	-0.14	0.01	-0.11	-0.08	0.08	-0.08
AGAP002932		ceramide kinase [Source:VB Community Annotation]	-0.02	-0.19	-0.23	0.1	-0.02	0.14	0.16	0.08	-0.01	0.02	-0.01	0.15	0.11	0.34	0.32	0.18	-0.12	-0.02	-0.09	-0.11	-0.21	-0.2	-0.05	0.08	0.16	0.27	0.26	0.2
AGAP003891	Thoc3	THO complex subunit 3 [Source:VB Community Annotation]	-0.03	0.12	0.32	-0.03	0.0	0.2	0.24	0.18	0.47	-0.08	-1.14	-0.2	-1.27	0.08	-0.98	-0.25	-0.15	0.03	0.24	0.28	0.03	-0.23	-0.68	-0.01	0.04	-0.07	0.07	0.14
AGAP000013			0.02	0.03	-0.06	0.19	0.23	0.3	0.29	0.01	-0.05	-0.4	-0.3	-0.33	-0.24	-0.31	-0.2	-0.02	0.08	0.03	0.56	0.24	0.35	-0.2	0.15	-0.08	0.12	0.0	-0.05	-0.1
AGAP001702			-0.03	-0.12	0.22	0.54	0.24	0.32	0.11	-0.16	-0.01	-0.16	-0.94	-0.15	-0.94	-0.16	-0.93	0.52	0.1	0.68	-0.34	-0.05	-0.45	0.6	-0.22	0.42	0.67	0.44	0.63	0.49
AGAP004194		dynactin 1 [Source:VB Community Annotation]	-0.02	0.07	-0.12	0.02	0.11	0.03	0.16	0.0	-0.05	-0.17	0.13	0.02	0.31	-0.02	0.29	0.04	0.19	0.16	0.3	0.09	0.26	0.1	0.34	-0.59	-0.24	-0.37	-0.32	-0.2
AGAP004275		DNA replication licensing factor MCM2 [Source:VB Community Annotation]	-0.03	-0.18	0.22	-0.21	-0.72	-0.27	-0.31	-0.6	-0.4	0.01	-0.09	-0.4	-0.51	-0.69	-0.79	-0.07	0.04	-0.23	0.31	0.27	0.35	-0.25	0.54	-0.67	-0.5	-0.63	-0.43	-0.46
AGAP004910		arfaptin-2 [Source:VB Community Annotation]	-0.02	0.19	0.35	0.15	0.09	0.07	0.01	0.06	0.07	0.22	0.23	0.47	0.46	0.53	0.54	-0.01	-0.26	-0.04	-0.42	-0.24	-0.34	-0.55	-0.11	0.3	0.39	0.47	0.43	0.44
AGAP008511	IR21a	ionotropic receptor IR21a [Source:VB Community Annotation]	-0.33	1.19	-1.25	2.41	2.41	-0.72	-0.39	-0.53	-0.95	0.23	1.07	0.76	1.59	0.08	0.92	0.48	0.19	-1.63	0.06	0.07	-0.64	-0.76	3.88	-0.16	0.26	1.01	1.3	0.61
AGAP008762			-0.01	-0.61	-0.2	0.25	0.08	0.36	0.12	0.37	0.29	0.16	0.3	0.01	0.13	0.31	0.45	0.23	-0.04	0.95	-0.67	-0.34	-0.76	0.59	-0.34	-0.13	0.03	-0.35	-0.17	-0.02
AGAP009860			0.02	-0.17	-0.58	0.29	-0.09	0.44	0.31	0.15	0.14	-0.72	-0.3	-0.69	-0.29	-0.63	-0.22	-0.1	0.11	0.14	0.3	-0.01	0.2	0.38	0.14	-0.29	-0.42	-0.28	-0.5	-0.18
AGAP009998	RpS11	40S ribosomal protein S11 [Source:UniProtKB/Swiss-Prot;Acc:P52812]	0.01	0.42	0.22	-0.17	-0.06	0.32	0.07	0.4	0.4	0.16	-0.06	0.16	-0.08	0.15	-0.07	0.25	0.66	0.6	-0.25	-0.23	-0.21	0.33	-0.32	0.39	0.35	0.47	0.21	0.35
AGAP012493			0.02	0.92	0.68	-0.4	-0.48	-0.12	-0.16	-0.22	-0.34	0.55	0.57	0.18	0.19	-0.07	-0.04	-0.32	-0.59	-0.45	0.39	0.3	0.6	-0.46	-0.33	0.65	0.59	0.81	0.75	0.83
AGAP028410			0.03	-0.19	0.04	0.16	0.14	0.04	-0.34	-0.06	-0.08	0.59	-0.35	0.19	-0.76	0.37	-0.57	0.23	-0.35	0.48	-0.46	-0.12	-0.6	0.83	-0.5	0.33	0.44	0.06	0.38	0.25
AGAP011666			0.04	-0.06	-0.67	0.36	0.13	1.01	1.51	2.45	2.5	0.78	0.2	0.83	0.23	1.08	0.5	-0.32	-1.26	0.54	-1.63	-1.76	-0.81	0.96	1.35	0.37	-0.18	-0.09	0.25	0.04
AGAP003064		cysteine and histidine-rich domain-containing protein [Source:VB Community Annotation]	0.03	0.51	0.66	-0.62	-0.25	-0.56	-0.64	-0.05	-0.05	0.38	-0.99	0.02	-1.37	0.23	-1.14	-0.76	-0.48	0.0	0.18	0.23	0.01	-0.64	-0.28	0.39	0.37	0.15	0.13	0.26
AGAP005349			0.23	-1.25	-0.92	0.53	0.07	-0.74	-1.26	-0.97	-2.21	0.4	0.99	0.1	0.69	0.84	1.44	-0.53	-0.23	-0.02	-1.77	-2.59	-1.38	-0.31	1.8	-0.15	-0.47	0.19	-0.25	0.1
AGAP028014			0.53	-5.44	-2.54	3.6	3.68	-2.02	0.24	-0.87	-1.64	0.16	0.19	1.25	1.27	-0.78	-0.75	-0.13	1.96	1.11	1.57	2.49	2.02	1.07	3.75	-0.04	0.06	0.17	0.59	0.18
AGAP006874	Gr29	gustatory receptor 29 [Source:VB Community Annotation]	-0.31	-2.02	-0.29	1.25	4.07	3.89	1.23	3.02	0.18	0.33	0.93	1.63	2.22	0.27	0.87	-0.13	0.6	1.28	-0.68	-0.68	0.2	-1.96	-0.38	0.17	-0.02	1.39	2.18	1.06
AGAP003578		aldehyde dehydrogenase (NAD+) [Source:VB Community Annotation]	-0.03	-0.54	-0.05	-0.52	0.31	-0.27	-0.21	-0.45	-0.21	0.78	0.09	0.39	-0.32	0.58	-0.12	0.15	0.04	-0.09	0.15	-0.06	-0.33	-0.31	-0.49	-0.24	-0.21	-0.11	-0.3	-0.05
AGAP005981		DnaJ homolog subfamily A member 1 [Source:VB Community Annotation]	0.01	-0.18	0.12	-0.27	-0.41	-0.19	-0.03	0.42	0.25	0.13	0.28	-0.05	0.09	-0.01	0.14	-0.4	-0.23	0.31	0.28	0.13	-0.01	0.67	0.15	0.5	-0.02	-0.08	-0.18	0.0
AGAP003338	TRX3	thioredoxin [Source:VB Community Annotation]	0.02	0.07	0.07	-0.1	0.16	0.04	-0.05	-0.03	0.06	0.23	0.36	0.08	0.2	0.21	0.35	0.01	0.11	-0.09	-0.08	-0.16	-0.11	-0.84	-0.78	0.59	0.29	0.44	0.46	0.38
AGAP001961	GPRVPR2	GPCR vasopressin family receptor 2 [Source:VB Community Annotation]	0.04	-0.19	-0.03	0.6	0.34	0.09	0.34	-0.31	-0.64	0.73	1.17	1.42	1.86	0.96	1.41	0.89	1.4	-0.28	-0.29	-0.06	0.35	0.84	-0.14	-0.79	-1.06	-0.84	-1.09	-0.65
AGAP007652		methyltransferase-like protein 20 [Source:VB Community Annotation]	-0.05	-0.25	0.31	0.21	0.23	0.33	0.24	0.27	0.24	-0.03	0.53	0.12	0.66	-0.21	0.35	-0.07	0.43	0.47	-0.27	-0.05	0.02	-0.05	0.33	-0.48	0.08	-0.13	-0.01	-0.27
AGAP007905		protocadherin-16/23 [Source:VB Community Annotation]	0.05	0.01	-0.14	0.83	-0.15	0.27	0.87	1.07	0.75	-0.76	0.23	-0.66	0.32	-0.84	0.16	0.62	0.27	-0.2	-0.02	-0.29	0.3	-0.02	0.4	-0.13	-0.05	0.2	-0.02	0.06
AGAP012829			0.03	0.08	0.13	-0.02	0.29	-0.01	-0.12	-0.19	-0.07	0.53	-1.37	0.27	-1.64	0.54	-1.35	0.0	-0.25	0.23	0.41	0.25	0.18	-0.89	-0.17	0.37	0.16	0.33	0.26	0.36
AGAP005496	LRIM12	leucine-rich immune protein (Short) [Source:VB Community Annotation]	0.05	-1.51	-0.67	-0.17	1.25	2.58	2.53	3.75	3.22	-3.03	0.21	-4.87	-1.65	-3.78	-0.54	0.15	-0.02	2.35	1.25	0.22	0.25	-0.25	2.83	-0.04	-0.24	0.13	-0.19	0.08
AGAP013089			0.07	0.65	-0.32	2.32	1.63	-0.44	-0.55	-0.45	-0.78	0.58	0.78	1.33	1.51	1.9	2.1	2.37	0.21	-0.97	0.3	-0.05	0.27	1.0	0.41	-0.21	0.03	0.59	1.21	0.14
AGAP029060			-0.59	-0.6	-0.84	-0.42	0.69	-0.58	-1.86	-0.01	0.52	0.65	0.67	1.57	1.58	0.85	0.87	-0.83	0.54	0.12	0.88	1.34	0.2	-2.12	-0.32	-1.48	-1.92	-0.55	-0.52	-1.35
AGAP005882			0.02	0.11	0.19	-0.05	-0.01	-0.07	-0.35	-0.09	-0.14	0.11	0.26	0.09	0.22	0.29	0.44	-0.24	0.28	0.07	1.18	0.3	0.45	0.68	0.22	-0.46	-0.26	-0.62	-0.57	-0.47
AGAP009167			-0.02	-0.2	0.19	0.03	0.12	0.14	0.55	0.26	0.33	-0.97	-0.77	-0.76	-0.57	-1.04	-0.83	-0.13	0.04	0.27	0.98	0.13	0.4	-0.12	0.34	0.05	-0.02	0.08	0.02	0.18
AGAP012440		alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:VB Community Annotation]	-0.03	0.06	-0.4	0.02	0.05	0.35	0.45	0.21	0.05	-0.81	-0.09	-0.52	0.18	-0.78	-0.07	-0.26	-0.25	0.21	-0.14	0.12	-0.02	0.03	0.47	-0.11	0.01	-0.11	-0.01	-0.14
AGAP002046	Or76	odorant receptor 76 [Source:VB Community Annotation]	-0.29	-0.51	-1.31	0.41	-0.45	0.22	-0.85	0.65	1.28	0.4	-0.59	1.17	0.19	1.13	0.15	-1.89	3.93	-2.12	-5.91	-3.61	-3.74	-0.32		0.23	1.39	1.9	2.75	1.45
AGAP005004		kelch domain-containing protein 10 [Source:VB Community Annotation]	-0.02	-0.13	-0.01	0.17	0.15	-0.24	-0.39	-0.27	-0.17	0.05	-0.07	0.12	-0.02	-0.09	-0.21	-0.04	0.05	0.48	-0.07	-0.07	-0.05	-0.3	-0.07	0.13	0.05	0.17	0.03	0.16
AGAP006060			0.31	1.73	0.23	0.33	0.05	0.12	-0.99	0.35	0.34	-0.09	1.18	1.07	2.33	0.61	1.9	0.32	-3.25	-5.09	-0.39	0.01	-1.57	0.59	0.2	-1.2	-0.73	-0.33	0.18	-0.94
AGAP008723		minichromosome maintenance protein 10 [Source:VB Community Annotation]	-0.05	0.45	0.21	-1.0	-0.6	-0.55	-0.56	-1.09	-1.06	0.15	0.08	-0.26	-0.34	-0.64	-0.71	0.12	0.3	-0.41	-0.24	0.01	0.15	-0.39	0.17	-0.14	0.39	0.38	0.41	0.4
AGAP013054			0.02	0.04	0.06	-0.02	-0.03	0.42	0.34	0.11	0.25	0.11	-0.02	0.18	0.03	0.28	0.15	-0.06	0.02	0.01	-0.37	-0.39	-0.36	0.08	-0.1	0.2	0.37	0.03	0.11	0.04
AGAP003816	RpL30	60S ribosomal protein L30 [Source:VB Community Annotation]	0.01	0.03	0.1	-0.22	-0.22	-0.02	-0.39	0.21	0.22	0.29	-0.11	0.37	-0.05	0.32	-0.08	-0.06	-0.12	0.06	-0.53	-0.38	-0.59	-0.27	-0.51	0.83	0.81	0.77	0.77	0.84
AGAP009110			-0.03	0.84	-0.02	0.78	-0.52	-0.61	-0.23	0.53	1.1	-1.08	-0.37	-0.91	-0.21	-0.37	0.34	-0.96	0.41	0.82	1.38	-0.01	0.53	0.8	0.94	-0.64	-0.54	-1.23	-0.93	-1.36
AGAP003627			-0.06	1.77	0.49	0.57	2.24	0.56	1.75	2.29	3.51	-1.37	-0.52	-1.0	-0.18	-0.97	-0.13	1.56	0.94	1.7	1.92	0.61	1.0	0.76	0.53	-0.1	-0.05	-0.22	0.16	0.01
AGAP009333		mitochondrial carrier protein (Rim2) [Source:VB Community Annotation]	-0.02	-0.4	-0.21	0.1	0.02	0.54	0.84	0.78	0.74	-0.72	-0.32	-0.49	-0.09	-0.7	-0.3	0.06	0.24	0.57	0.15	0.52	0.23	0.46	0.12	0.11	-0.07	0.15	0.07	0.15
AGAP009179		nucleolar protein 6 [Source:VB Community Annotation]	0.02	0.05	0.4	-0.02	-0.02	-0.27	-0.31	-0.44	-0.11	0.56	-0.22	0.31	-0.48	0.41	-0.36	-0.28	-0.29	0.12	-0.26	-0.14	-0.48	-0.43	-1.02	0.64	0.41	0.47	0.38	0.53
AGAP005994			0.43	0.92	1.02	-1.18	-0.53	-2.99	-1.28	-0.99	-0.61	0.33	-1.6	0.68	-1.26	0.27	-1.67	-2.16	-2.42	-1.86	2.71	2.82	4.79	0.95	0.48	-0.31	-0.02	0.25	0.64	0.01
AGAP028134			-0.59	-0.13	-0.72	1.16	2.47	-2.05	-2.19	-1.38	-0.54	0.02	1.0	2.27	3.23	1.39	2.38	-1.84	0.47	-3.84	-0.72	-0.52	-0.6	-0.59	0.48	0.59	-0.22	1.57	1.68	1.39
AGAP012000		fibrinogen and fibronectin [Source:VB Community Annotation]	-0.25	-1.36	1.23	-4.63	-5.05	1.75	2.79	4.3	5.49	1.64	2.79	1.14	2.26	1.48	2.63	-1.93	0.97	1.18	1.14	1.23	1.86	0.43	0.02	0.57	0.39	0.35	0.31	0.44
AGAP000448		solute carrier family 25 (mitochondrial ornithine transporter) member 2/15 [Source:VB Community Annotation]	0.02	0.0	-0.14	0.02	0.67	-0.35	-0.62	-1.57	-1.49	0.78	0.68	0.51	0.4	-0.04	-0.13	0.14	0.66	-0.58	0.76	0.18	0.2	-0.34	-0.6	-0.23	-0.09	-0.28	-0.2	-0.06
AGAP002391	COEAE5O	carboxylesterase [Source:VB Community Annotation]	0.09	-0.32	-0.4	0.98	-0.64	0.06	0.52	2.0	1.76	-0.64	-1.04	0.27	-0.13	0.78	0.39	-0.27	-0.38	-1.6	-0.53	-0.43	-0.6	0.08	-0.1	-1.21	-0.93	-0.96	-0.72	-0.84
AGAP005294			0.02	0.23	0.03	0.1	-0.1	-0.63	-0.23	-0.15	-0.38	0.04	0.77	0.11	0.82	0.27	1.0	0.2	-0.24	-0.33	0.09	0.19	0.83	0.48	0.44	-0.62	-0.43	-0.23	-0.4	-0.44
AGAP005437			0.03	-0.13	0.01	-0.26	0.03	-0.39	-0.46	-0.81	-0.61	-0.63	0.82	-1.01	0.43	-0.78	0.68	-0.06	-0.01	-0.34	-0.12	-0.1	-0.26	0.51	0.14	0.42	0.02	-0.02	0.19	0.18
AGAP007506		Williams-Beuren syndrome chromosome region 16 homolog (human) [Source:VB Community Annotation]	0.03	-0.24	0.14	-0.13	-0.1	-0.25	-0.27	-0.19	0.17	-0.35	-0.07	-0.48	-0.22	-0.59	-0.31	-0.01	0.02	0.45	-0.2	-0.28	-0.21	-0.18	-0.87	0.01	0.03	0.12	0.14	0.19
AGAP009080		FAD-dependent oxidoreductase domain-containing protein 1 [Source:VB Community Annotation]	-0.02	-0.03	-0.11	-0.02	0.41	0.28	0.39	0.3	0.31	0.08	0.4	0.28	0.59	-0.48	-0.15	0.29	0.62	0.4	0.29	0.16	0.56	0.26	0.67	0.1	0.2	0.13	0.21	0.12
AGAP009644		DNA-directed RNA polymerases I and III subunit RPAC2 [Source:VB Community Annotation]	-0.02	-0.07	0.45	0.14	0.24	-0.15	-0.26	0.04	0.09	0.4	-0.57	0.19	-0.8	0.25	-0.71	-0.15	-0.32	0.41	-0.63	-0.4	-0.52	-0.75	-0.74	0.64	0.99	0.34	1.02	0.55
AGAP009805	Gr9	gustatory receptor 9 [Source:VB Community Annotation]	0.13	-1.15	0.48	-0.73	-1.13			0.46				0.97	0.98			-0.24	1.02	0.57				-1.2	0.03	-0.18	-0.32	1.0	1.14	0.47
AGAP010354		osiris 21 [Source:VB Community Annotation]	-0.59	1.59	0.16	0.54	0.93					1.23	1.25			1.14	1.16	-2.65	0.16		-1.29	-0.5	1.19	-1.38	0.52	-0.51	-1.31	0.56	0.69	-0.04
AGAP028737			-0.59	1.11		0.47	2.2	0.37	0.48		0.18							-3.76	-1.14	-1.08			0.92	-0.45		0.35	0.45	1.78	2.38	1.2
